koid	org	name	op	definition	source
KO00364	224308	gcaD,prs,ctc,spoVC,yabK	BSU00500,BSU00510,BSU00520,BSU00530,BSU00540		
KO00365	224308	yczH	BSU04020		
KO00366	224308	rocR	BSU40350		
KO00367	224308	yfnH,yfnG,yfnF,yfnE,yfnD	BSU07310,BSU07300,BSU07290,BSU07280,BSU07270		
KO00368	224308	yaaK,recR,yaaL,bofA	BSU00200,BSU00210,BSU00220,BSU00230		
KO00369	224308	lctP	BSU03060		
KO00370	224308	yczI	BSU04120		
KO00371	224308	yclJ,yclK	BSU03750,BSU03760		
KO00372	224308	yczJ	BSU04130		
KO00373	224308	yxbC	BSU39880		
KO00374	224308	tmrB	BSU03140		
KO00375	224308	dra	BSU39420		
KO00376	224308	ycgM,ycgN	BSU03200,BSU03210		
KO00377	224308	ybcL	BSU01890		
KO00378	224308	yfkF	BSU07910		
KO00379	224308	yabF,ksgA	BSU00410,BSU00420		
KO00380	224308	cydA,cydB	BSU38760,BSU38750		
KO00381	224308	yxbF	BSU39850		
KO00382	224308	yxlA	BSU38710		
KO00383	224308	yxbG	BSU39840		
KO00384	224308	yxaJ,yxaL	BSU39950,BSU39940		
KO00385	224308	ycbE,ycbF	BSU02480,BSU02490		
KO00386	224308	ycdA	BSU02780		
KO00387	224308	yfkE,yfkD	BSU07930,BSU07920		
KO00388	224308	yacK,yacL,yacM,yacN	BSU00880,BSU00890,BSU00900,BSU00910		
KO00389	224308	ycdB	BSU02790		
KO00390	224308	treA,treR	BSU07810,BSU07820		
KO00391	224308	ftsH	BSU00690		
KO00392	224308	yabH,purR,yabJ	BSU00460,BSU00470,BSU00480		
KO00393	224308	yycG,yycF	BSU40410,BSU40400		
KO00394	224308	yfkK	BSU07870		
KO00395	224308	fbp	BSU40190		
KO00396	224308	rpsR,ssb,rpsF,yyaF,yyaE,yyaD	BSU40890,BSU40900,BSU40910,BSU40920,BSU40930,BSU40940		
KO00397	224308	yacA,hprT,ftsH	BSU00670,BSU00680,BSU00690		
KO00398	224308	gntZ	BSU40080		
KO00399	224308	yfkM	BSU07850		
KO00400	224308	bglA,yyzE	BSU40110,BSU40120		
KO00401	224308	amhX	BSU03010		
KO00402	224308	yfkO	BSU07830		
KO00403	224308	yfmC,yfmB	BSU07530,BSU07520		
KO00404	224308	yycB	BSU40480		
KO00405	224308	ybfE,ybfF	BSU02180,BSU02190		
KO00406	224308	yxlJ	BSU38620		
KO00407	224308	ycdH	BSU02850		
KO00408	224308	ycsA	BSU04000		
KO00409	224308	rapG,phrG	BSU40310,BSU40300		
KO00410	224308	ycbJ,yczA,ycbK	BSU02520,BSU02540,BSU02530		
KO00411	224308	ycgO,ycgP	BSU03220,BSU03230		
KO00412	224308	cwlL	BSU02600	cell wall hydrolase	9515903
KO00413	224308	rpsR,ssb,rpsF,yyaF	BSU40890,BSU40900,BSU40910,BSU40920		
KO00414	224308	ycxA	BSU03530		
KO00415	224308	ycbG,ycbH	BSU02500,BSU02510		
KO00416	224308	ycsD	BSU04030		
KO00417	224308	yybI,yybH	BSU40630,BSU40640		
KO00418	224308	ycxB	BSU03540		
KO00419	224308	nucA	BSU03430		
KO00420	224308	ycsE	BSU04040		
KO00421	224308	yfiH,yfiI	BSU08270,BSU08280		
KO00422	224308	ycsF	BSU04050		
KO00423	224308	ycnI	BSU03940		
KO00424	224308	acoA,acoB,acoC,acoL,acoR,yfjU	BSU08100,BSU08060,BSU08070,BSU08080,BSU08090,BSU08110		
KO00425	224308	yceE,yceF,yceG,yceH	BSU02910,BSU02920,BSU02930,BSU02940		
KO00426	224308	ycnK	BSU03960		
KO00427	224308	yxeI,yxeJ	BSU39540,BSU39530		
KO00428	224308	ycnL	BSU03970		
KO00429	224308	xpaC,yaaN	BSU00250,BSU00260		
KO00430	224308	ycsG,ycsI,kipI,kipA,kipR	BSU04100,BSU04060,BSU04070,BSU04080,BSU04090		
KO00431	224308	ybfE	BSU02180		
KO00432	224308	csbB	BSU08600		
KO00433	224308	ybfF	BSU02190		
KO00434	224308	tetB	BSU40770		
KO00435	224308	yfiC	BSU08220		
KO00436	224308	ycsK	BSU04110		
KO00437	224308	ycnI,ycnJ	BSU03940,BSU03950		
KO00438	224308	ybfG	BSU02200		
KO00439	224308	yfnA	BSU07340		
KO00440	224308	ycgQ,ycgR	BSU03240,BSU03250		
KO00441	224308	yycN	BSU40290		
KO00442	224308	yfjF,yfjE,yfjD,yfjC,yfjB,yfjA	BSU08170,BSU08160,BSU08150,BSU08140,BSU08130,BSU08120		
KO00443	224308	yxeB	BSU39610		
KO00444	224308	yfnB	BSU07330		
KO00445	224308	yxeC	BSU39600		
KO00446	224308	ybfI	BSU02220		
KO00447	224308	yceE,yceF	BSU02910,BSU02920		
KO00448	224308	yfiG,yfiH,yfiI	BSU08260,BSU08270,BSU08280		
KO00449	224308	yfnC	BSU07320		
KO00450	224308	yfiF	BSU08250		
KO00451	224308	ycsN	BSU04150		
KO00452	224308	yfhD,yfhE,yfhF	BSU08490,BSU08500,BSU08510		
KO00453	224308	yxeD	BSU39590		
KO00454	224308	yxjA	BSU39020		
KO00455	224308	metS	BSU00380		
KO00456	224308	yxeE	BSU39580		
KO00457	224308	abrB	BSU00370		
KO00458	224308	yxjB	BSU39010		
KO00459	224308	yycR	BSU40250		
KO00460	224308	yfiI	BSU08280		
KO00461	224308	yfiJ,yfiK	BSU08290,BSU08300		
KO00462	224308	ycbB	BSU02450		
KO00463	224308	ycsN,ydaA	BSU04150,BSU04160		
KO00464	224308	ycbL,ycbM,ycbN,ycbO	BSU02550,BSU02560,BSU02570,BSU02580		
KO00465	224308	gltX,cysE,cysS,yazC,yacO,yacP	BSU00920,BSU00930,BSU00940,BSU00960,BSU00970,BSU00950		
KO00466	224308	ndhF	BSU01830		
KO00467	224308	yfnI	BSU07260		
KO00468	224308	ycgA	BSU03020		
KO00469	224308	ycbD	BSU02470		
KO00470	224308	yxeH	BSU39550		
KO00471	224308	ycgB	BSU03030		
KO00472	224308	msmX	BSU38810		
KO00473	224308	yxjG	BSU38960		
KO00474	224308	glvA,yfiA,glvC	BSU08180,BSU08190,BSU08200		
KO00475	224308	pel	BSU07560		
KO00476	224308	yfmT,yfmS	BSU07360,BSU07350		
KO00477	224308	yxjH	BSU38950		
KO00478	224308	ycbF	BSU02490		
KO00479	224308	yacF	BSU00810		
KO00480	224308	sigY,yxlC,yxlD,yxlE,yxlG	BSU38700,BSU38690,BSU38680,BSU38670,BSU38650		
KO00481	224308	yxjI	BSU38940		
KO00482	224308	ycbG	BSU02500		
KO00483	224308	yfiO	BSU08340		
KO00484	224308	glvA	BSU08180		
KO00485	224308	yyaA	BSU40990		
KO00486	224308	yxjJ	BSU38930		
KO00487	224308	ycbH	BSU02510		
KO00488	224308	pubA	BSU00750		
KO00489	224308	bofA	BSU00230		
KO00490	224308	dnaA,dnaN,yaaA,recF,yaaB,gyrB	BSU00010,BSU00020,BSU00030,BSU00040,BSU00050,BSU00060		
KO00491	224308	yyaB	BSU40980		
KO00492	224308	yfhQ,yfhR,sspE	BSU08660,BSU08650,BSU08630		
KO00493	224308	yfiQ	BSU08360		
KO00494	224308	purR,yabJ	BSU00470,BSU00480		
KO00495	224308	yacL,yacM	BSU00890,BSU00900		
KO00496	224308	ycgG	BSU03100		
KO00497	224308	yyaC	BSU40950		
KO00498	224308	yflH,yflG	BSU07690,BSU07680		
KO00499	224308	yfiR	BSU08370		
KO00500	224308	ycbJ	BSU02520		
KO00501	224308	spoVG,gcaD,prs,ctc	BSU00490,BSU00500,BSU00510,BSU00520		
KO00502	224308	yybN,yybM,yybL,yybK,yybJ	BSU40580,BSU40590,BSU40600,BSU40610,BSU40620		
KO00503	224308	ycbK	BSU02540		
KO00504	224308	aroI	BSU03150		
KO00505	224308	yclE	BSU03660		
KO00506	224308	yfhL,yfhM	BSU08580,BSU08590		
KO00507	224308	ycgI	BSU03120		
KO00508	224308	yfiT	BSU08390		
KO00509	224308	ycbL	BSU02550		
KO00510	224308	yacM	BSU00900		
KO00511	224308	yxjN	BSU38890		
KO00512	224308	yfiU	BSU08400		
KO00513	224308	ycbM	BSU02560		
KO00514	224308	yfiV	BSU08410		
KO00515	224308	yxeR	BSU39450		
KO00516	224308	cysK	BSU00730		
KO00517	224308	ycgL	BSU03190		
KO00518	224308	ybdA	BSU01950		
KO00519	224308	rapJ	BSU02820		
KO00520	224308	yfmF,yfmE,yfmD,yfmC	BSU07520,BSU07510,BSU07500,BSU07490		
KO00521	224308	yclK	BSU03760		
KO00522	224308	yyaK	BSU40830		
KO00523	224308	jag,spoIIIJ,rnpA,rpmH	BSU41030,BSU41040,BSU41050,BSU41060		
KO00524	224308	ycgO	BSU03220		
KO00525	224308	yybN,yybM	BSU40580,BSU40590		
KO00526	224308	ycbR	BSU02610		
KO00527	224308	yyaL	BSU40820		
KO00528	224308	ycgP	BSU03230		
KO00529	224308	yclM	BSU03790		
KO00530	224308	yyaA,gidB,gidA,thdF	BSU40990,BSU41000,BSU41010,BSU41020		
KO00531	224308	treR	BSU07820		
KO00532	224308	ycbU	BSU02660		
KO00533	224308	yflA	BSU07750		
KO00534	224308	ycgQ,ycgR,ycgS	BSU03240,BSU03250,BSU03260		
KO00535	224308	ycxB,ycxC	BSU03540,BSU03550		
KO00536	224308	yflJ,yflI	BSU07670,BSU07660		
KO00537	224308	ycgT	BSU03270		
KO00538	224308	ybdJ	BSU02000		
KO00539	224308	deoR	BSU39430		
KO00540	224308	alkA	BSU01800		
KO00541	224308	yflE	BSU07710		
KO00542	224308	yflF	BSU07700		
KO00543	224308	ybfH,ybfI	BSU02210,BSU02220		
KO00544	224308	yyxA,yycJ,yycI,yycH,yycG,yycF	BSU40410,BSU40360,BSU40400,BSU40390,BSU40380,BSU40370		
KO00545	224308	ybdM	BSU02030		
KO00546	224308	ybeF,ybfA,ybfB	BSU02150,BSU02160,BSU02170		
KO00547	224308	yflG	BSU07690		
KO00548	224308	yceC,yceD,yceE,yceF,yceG	BSU02890,BSU02900,BSU02910,BSU02920,BSU02930		
KO00549	224308	ybdN	BSU02040		
KO00550	224308	yflH	BSU07680		
KO00551	224308	yfkJ,yfkI,yfkH	BSU07900,BSU07890,BSU07880		
KO00552	224308	veg	BSU00440		
KO00553	224308	ybdO	BSU02050		
KO00554	224308	opuAC	BSU03000		
KO00555	224308	yceA	BSU02870		
KO00556	224308	divIC,yabR	BSU00620,BSU00630		
KO00557	224308	yflJ	BSU07660		
KO00558	224308	pel,yflS	BSU07560,BSU07570		
KO00559	224308	gyrB,gyrA	BSU00060,BSU00070		
KO00560	224308	yflL	BSU07640		
KO00561	224308	ctsR,yacH,yacI,clpC	BSU00830,BSU00840,BSU00850,BSU00860		
KO00562	224308	yfjM,yfjL	BSU08050,BSU08040		
KO00563	224308	ycgM,ycgN,ycgO	BSU03200,BSU03210,BSU03220		
KO00564	224308	yaaH	BSU00160		
KO00565	224308	cah	BSU03180		
KO00566	224308	ybdT	BSU02100		
KO00567	224308	yflN	BSU07620		
KO00568	224308	ybxI	BSU02090		
KO00569	224308	lipB	BSU08350		
KO00570	224308	nin	BSU03420		
KO00571	224308	yaaJ	BSU00180		
KO00572	224308	mfd	BSU00550		
KO00573	224308	yaaK	BSU00200		
KO00574	224308	yaaD,yaaE	BSU00110,BSU00120		
KO00575	224308	yceH	BSU02940		
KO00576	224308	spoIIE,yabS	BSU00640,BSU00650		
KO00577	224308	yfmJ,yfmI	BSU07460,BSU07450		
KO00578	224308	ybdM,ybdN	BSU02030,BSU02040		
KO00579	224308	yceK	BSU02970		
KO00580	224308	yflS	BSU07570		
KO00581	224308	yazA,yabC	BSU00360,BSU00350		
KO00582	224308	yflT	BSU07550		
KO00583	224308	galE	BSU38860		
KO00584	224308	yacB,yacC	BSU00700,BSU00710		
KO00585	224308	yfkL,yfkK	BSU07870,BSU07860		
KO00586	224308	yfhB,yfhC	BSU08470,BSU08480		
KO00587	224308	yydJ,yydI,yydH,yydG,yydF	BSU40180,BSU40170,BSU40160,BSU40150,BSU40140		
KO00588	224308	ybeF,ybfA	BSU02150,BSU02160		
KO00589	224308	ycnB,ycnC	BSU03840,BSU03850		
KO00590	224308	yydK	BSU40130		
KO00592	224308	yaaQ,yaaR	BSU00290,BSU00300		
KO00593	224308	yyxA	BSU40360		
KO00594	224308	yfmF,yfmE,yfmD	BSU07510,BSU07500,BSU07490		
KO00595	224308	ybcM,ybcO	BSU01900,BSU01910		
KO00596	224308	yfhK,yfhL,yfhM	BSU08570,BSU08580,BSU08590		
KO00597	224308	yxaD	BSU40010		
KO00598	224308	yfhR,sspE	BSU08660,BSU08650		
KO00599	224308	dacA	BSU00100		
KO00600	224308	yxaF	BSU39990		
KO00601	224308	yacF,lysS	BSU00810,BSU00820		
KO00602	224308	yycB,yycA	BSU40480,BSU40490		
KO00603	224308	yxkC	BSU38850		
KO00604	224308	deaD	BSU39110		
KO00605	224308	yxaI	BSU39960		
KO00606	224308	phrC	BSU03780		
KO00607	224308	yxkD	BSU38840		
KO00608	224308	rpmH	BSU41060		
KO00609	224308	dnaA,dnaN,yaaA,recF,yaaB,gyrB,gyrA	BSU00010,BSU00020,BSU00030,BSU00040,BSU00050,BSU00060,BSU00070		
KO00610	224308	ybfE,ybfF,ybfG,ybfH,ybfI	BSU02180,BSU02190,BSU02200,BSU02210,BSU02220		
KO00611	224308	yclN,yclO,yclP,yclQ	BSU03800,BSU03810,BSU03820,BSU03830		
KO00612	224308	ycbA,ycbB	BSU02440,BSU02450		
KO00613	224308	yclJ,yclK,rapC,phrC	BSU03780,BSU03770,BSU03750,BSU03760		
KO00614	224308	yxaL	BSU39940		
KO00615	224308	yckI,yckJ,yckK	BSU03590,BSU03600,BSU03610		
KO00616	224308	phrG	BSU40310		
KO00617	224308	yfiB,yfiC	BSU08210,BSU08220		
KO00618	224308	yxkH	BSU38800		
KO00619	224308	yfjN	BSU08030		
KO00620	224308	yxkI	BSU38780		
KO00621	224308	yccG	BSU02730		
KO00622	224308	yxkJ	BSU38770		
KO00623	224308	yccH	BSU02740		
KO00624	224308	yclK,rapC,phrC	BSU03780,BSU03770,BSU03760		
KO00625	224308	cysE,cysS,yazC,yacO,yacP	BSU00930,BSU00940,BSU00960,BSU00970,BSU00950		
KO00626	224308	yfjQ	BSU08000		
KO00627	224308	hutP	BSU39340		
KO00628	224308	yfjR	BSU07990		
KO00629	224308	yflM,yflK	BSU07650,BSU07630		
KO00630	224308	yccK	BSU02770		
KO00631	224308	yfjS	BSU07980		
KO00632	224308	ybdB,ybdD	BSU01960,BSU01970		
KO00633	224308	yfjP,yfjO	BSU08020,BSU08010		
KO00634	224308	yfjT	BSU07970		
KO00635	224308	yybF	BSU40660		
KO00636	224308	yaaQ,yaaR,holB,yaaT,yabA,yabB,yazA,yabC	BSU00290,BSU00300,BSU00310,BSU00320,BSU00330,BSU00340,BSU00360,BSU00350		
KO00637	224308	yybG	BSU40650		
KO00638	224308	ybfG,ybfH,ybfI	BSU02200,BSU02210,BSU02220		
KO00639	224308	yfjF,yfjE,yfjD,yfjC	BSU08150,BSU08140,BSU08130,BSU08120		
KO00640	224308	ybxG,csgA,ybxH	BSU02070,BSU02060,BSU02080		
KO00641	224308	yxkO	BSU38720		
KO00642	224308	mfd,spoVT	BSU00550,BSU00560		
KO00643	224308	jag,spoIIIJ	BSU41030,BSU41040		
KO00644	224308	sspE	BSU08660		
KO00645	224308	sspF	BSU00450		
KO00646	224308	aldX	BSU39860		
KO00647	224308	ybeC	BSU02120		
KO00648	224308	yycP,yycO	BSU40280,BSU40270		
KO00649	224308	yfiD,yfiE	BSU08230,BSU08240		
KO00650	224308	yfhB	BSU08470		
KO00651	224308	cydB,cydC,cydD	BSU38750,BSU38740,BSU38730		
KO00652	224308	ycgL,ycgM	BSU03190,BSU03200		
KO00653	224308	hprT,ftsH	BSU00680,BSU00690		
KO00654	224308	yfhC	BSU08480		
KO00655	224308	ybfE,ybfF,ybfG	BSU02180,BSU02190,BSU02200		
KO00656	224308	yaaF,yaaG	BSU00140,BSU00150		
KO00657	224308	yybN	BSU40580		
KO00658	224308	spoIIE,yabS,yabT	BSU00640,BSU00650,BSU00660		
KO00659	224308	rpsR,ssb,rpsF	BSU40890,BSU40900,BSU40910		
KO00660	224308	csfB	BSU00240		
KO00661	224308	yfmB	BSU07530		
KO00662	224308	yfhE	BSU08500		
KO00663	224308	mdr	BSU03070		
KO00664	224308	csbB,yfhO	BSU08600,BSU08610		
KO00665	224308	yfmC	BSU07520		
KO00666	224308	veg,sspF	BSU00440,BSU00450		
KO00667	224308	amyE	BSU03040		
KO00668	224308	yybP	BSU40560		
KO00669	224308	yaaO,tmk,yaaQ,yaaR,holB,yaaT,yabA,yabB,yazA,yabC	BSU00270,BSU00280,BSU00290,BSU00300,BSU00310,BSU00320,BSU00330,BSU00340,BSU00360,BSU00350		
KO00670	224308	spoVT	BSU00560		
KO00671	224308	yxiA	BSU39330		
KO00672	224308	asnH,yxnB,yxbA,yxbB	BSU39920,BSU39900,BSU39890,BSU39910		
KO00673	224308	libA	BSU32330		
KO00674	224308	yyaT,yyaS	BSU40720,BSU40730		
KO00675	224308	yybQ	BSU40550		
KO00676	224308	yybE,yybD,yybC	BSU40670,BSU40680,BSU40690		
KO00677	224308	yacD,cysK	BSU00720,BSU00730		
KO00678	224308	yxiB	BSU39320		
KO00679	224308	yfhH	BSU08530		
KO00680	224308	yybR	BSU40540		
KO00681	224308	yfhI	BSU08540		
KO00682	224308	sms,yacK,yacL,yacM,yacN	BSU00870,BSU00880,BSU00890,BSU00900,BSU00910		
KO00683	224308	serS	BSU00130		
KO00684	224308	yfhD,yfhE	BSU08490,BSU08500		
KO00685	224308	ybyB	BSU02110		
KO00686	224308	yxnA	BSU40000		
KO00687	224308	yfmG	BSU07480		
KO00688	224308	yxiE	BSU39250		
KO00689	224308	yfhK	BSU08570		
KO00690	224308	sipU	BSU04010		
KO00691	224308	yceC,yceD,yceE,yceF,yceG,yceH,yceI	BSU02890,BSU02900,BSU02910,BSU02920,BSU02930,BSU02940,BSU02950		
KO00692	224308	ycgE,ycgF,ycgG	BSU03080,BSU03090,BSU03100		
KO00693	224308	dacA,yaaD,yaaE,serS	BSU00100,BSU00110,BSU00120,BSU00130		
KO00694	224308	ycxE,gdh	BSU03930,BSU03920		
KO00695	224308	yabE	BSU00400		
KO00696	224308	yxnB,yxbA,yxbB	BSU39900,BSU39890,BSU39910		
KO00697	224308	ycnD,ycnE	BSU03860,BSU03870		
KO00698	224308	yfmJ	BSU07450		
KO00699	224308	pepT	BSU38920		
KO00700	224308	yfmK	BSU07440		
KO00701	224308	ybcF,ybcH,ybcI	BSU01860,BSU01870,BSU01880		
KO00702	224308	ywaA	BSU38550		
KO00703	224308	yfhO	BSU08610		
KO00704	224308	yabG	BSU00430		
KO00705	224308	yfmL	BSU07430		
KO00706	224308	yfhP	BSU08620		
KO00707	224308	yckB	BSU03380		
KO00708	224308	yfmM	BSU07420		
KO00709	224308	yxxB	BSU39440		
KO00710	224308	yfhQ	BSU08630		
KO00711	224308	yckC	BSU03390		
KO00712	224308	ctaBCDEF	BSU14880,BSU14890,BSU14900,BSU14910,BSU14920		9829923
KO00713	224308	rsbVW-sigB-rsbX	BSU04710,BSU04720,BSU04730,BSU04740	heat shock	16484192
KO00714	281309	spoIIID-mreB	BT9727_4962,BT9727_4963		7867944
KO00715	272562	dnaKJ	CA_C1280,CA_C1281,CA_C1282,CA_C1283	heat shock	7576772
KO00716	272562	groE	CA_C2703,CA_C2704	heat shock	7576772
KO00717	272562	grpEdnaK	CA_C1281,CA_C1282	heat shock	7576772
KO00718	272562	grpEdnaKJ	CA_C1280,CA_C1281,CA_C1282	heat shock	7576772
KO00719	272562	hsp18	CA_C3714	heat shock	7576772
KO00720	272562	hydA	CA_C0028		8626337
KO00721	272562	pta-ack	CA_C1742,CA_C1743	conversion of acetyl coenzyme A to acetate	8702268
KO00722	272562	kdpDE	CA_C3677,CA_C3678	potassium ion uptake system	9226259
KO00723	6239	cel_CEOP1004	CELE_R119.4,CELE_R119.3		12075352
KO00724	6239	cel_CEOP1008	CELE_C07F11.1,CELE_W04C9.4		12075352
KO00725	6239	cel_CEOP1012	CELE_F56A6.4,CELE_Y65B4A.6		12075352
KO00726	6239	cel_CEOP1014	CELE_Y18H1A.2,CELE_Y18H1A.4		12075352
KO00727	6239	cel_CEOP1016	CELE_Y48G8AL.8,CELE_Y48G8AL.7		12075352
KO00728	6239	cel_CEOP1017	CELE_Y48G8AL.6,CELE_Y48G8AL.1,CELE_Y48G8AL.5,CELE_Y48G8AL.15		12075352
KO00729	6239	cel_CEOP1020	CELE_Y71G12B.14,CELE_Y71G12B.15,CELE_Y71G12B.12,CELE_Y71G12B.13		12075352
KO00730	6239	cel_CEOP1022	CELE_Y71G12B.8,CELE_Y71G12B.9,CELE_Y71G12B.10		12075352
KO00732	6239	cel_CEOP1028	CELE_Y37E3.3,CELE_Y37E3.4		12075352
KO00733	6239	cel_CEOP1032	CELE_Y37E3.7,CELE_Y37E3.8		12075352
KO00735	6239	cel_CEOP1040	CELE_Y39G10AR.9,CELE_Y39G10AR.20,CELE_Y39G10AR.21		12075352
KO00736	6239	cel_CEOP1044	CELE_F23C8.5,CELE_F23C8.6		12075352
KO00737	6239	cel_CEOP1048	CELE_Y74C10AR.1,CELE_Y23H5B.5,CELE_Y23H5B.6		12075352
KO00739	6239	cel_CEOP1056	CELE_Y71F9B.2,CELE_Y71F9B.3		12075352
KO00742	6239	cel_CEOP1068	CELE_Y71F9AL.8,CELE_Y71F9AL.9		12075352
KO00743	6239	cel_CEOP1072	CELE_Y71F9AL.16,CELE_Y71F9AL.14		12075352
KO00744	6239	cel_CEOP1076	CELE_Y71F9AM.5,CELE_Y71F9AM.4,CELE_Y71F9AM.6		12075352
KO00745	6239	cel_CEOP1080	CELE_Y54E10BR.3,CELE_Y54E10BR.4		12075352
KO00747	6239	cel_CEOP1088	CELE_Y54E10A.5,CELE_Y54E10A.6,CELE_Y54E10A.7		12075352
KO00748	6239	cel_CEOP1090	CELE_Y54E10A.2,CELE_Y54E10A.3		12075352
KO00749	6239	cel_CEOP1092	CELE_W05F2.5,CELE_W05F2.6		12075352
KO00750	6239	cel_CEOP1096	CELE_Y47G6A.11,CELE_Y47G6A.28		12075352
KO00751	6239	cel_CEOP1100	CELE_Y47G6A.24,CELE_Y47G6A.25		12075352
KO00752	6239	cel_CEOP1104	CELE_T12F5.3,CELE_T12F5.2		12075352
KO00753	6239	cel_CEOP1108	CELE_ZK770.3,CELE_Y8G1A.2		12075352
KO00755	6239	cel_CEOP1116	CELE_F53F10.4,CELE_F53F10.3		12075352
KO00756	6239	cel_CEOP1120	CELE_T03F1.9,CELE_T03F1.7,CELE_T03F1.8		12075352
KO00757	6239	cel_CEOP1124	CELE_T03F1.2,CELE_T03F1.3		12075352
KO00758	6239	cel_CEOP1128	CELE_C50F2.2,CELE_C50F2.3		12075352
KO00759	6239	cel_CEOP1136	CELE_T20F5.6,CELE_T20F5.7		12075352
KO00760	6239	cel_CEOP1140	CELE_R12E2.5,CELE_R12E2.4		12075352
KO00761	6239	cel_CEOP1144	CELE_R12E2.11,CELE_R12E2.12		12075352
KO00762	6239	cel_CEOP1148	CELE_R12E2.1,CELE_R12E2.2		12075352
KO00764	6239	cel_CEOP1156	CELE_C43E11.6,CELE_C43E11.5		12075352
KO00765	6239	cel_CEOP1160	CELE_C43E11.7,CELE_C43E11.8		12075352
KO00766	6239	cel_CEOP1164	CELE_C43E11.4,CELE_C43E11.11,CELE_C43E11.12		12075352
KO00767	6239	cel_CEOP1168	CELE_C43E11.2,CELE_C43E11.3		12075352
KO00768	6239	cel_CEOP1172	CELE_C43E11.10,CELE_C43E11.9		12075352
KO00769	6239	cel_CEOP1176	CELE_ZK973.10,CELE_ZK973.9		12075352
KO00770	6239	cel_CEOP1180	CELE_C41D11.8,CELE_C41D11.5,CELE_C41D11.7,CELE_C41D11.9		12075352
KO00771	6239	cel_CEOP1184	CELE_D1007.6,CELE_D1007.4,CELE_D1007.5		12075352
KO00773	6239	cel_CEOP1192	CELE_C44E4.5,CELE_D1007.8,CELE_D1007.16		12075352
KO00774	6239	cel_CEOP1196	CELE_C44E4.3,CELE_C44E4.6,CELE_Y119C1A.1		12075352
KO00775	6239	cel_CEOP1200	CELE_T04D1.3,CELE_T04D1.2		12075352
KO00776	6239	cel_CEOP1204	CELE_F57C9.5,CELE_F57C9.3,CELE_F57C9.4		12075352
KO00777	6239	cel_CEOP1208	CELE_F28B3.7,CELE_F28B3.6,CELE_F28B3.10,CELE_W03G9.8		12075352
KO00778	6239	cel_CEOP1212	CELE_F54C1.2,CELE_F54C1.3		12075352
KO00779	6239	cel_CEOP1216	CELE_Y110A7A.13,CELE_Y110A7A.14,CELE_Y110A7A.12		12075352
KO00781	6239	cel_CEOP1224	CELE_F56A3.3,CELE_F56A3.2		12075352
KO00782	6239	cel_CEOP1228	CELE_B0261.2,CELE_B0261.1,CELE_B0261.4		12075352
KO00784	6239	cel_CEOP1236	CELE_F48C1.5,CELE_F48C1.6		12075352
KO00785	6239	cel_CEOP1240	CELE_F55A12.3,CELE_F55A12.2		12075352
KO00786	6239	cel_CEOP1248	CELE_F27C1.7,CELE_C24A11.9,CELE_C30H7.2,CELE_F27C1.6		12075352
KO00788	6239	cel_CEOP1256	CELE_F59A3.3,CELE_F59A3.4		12075352
KO00789	6239	cel_CEOP1260	CELE_M01E11.1,CELE_M01E11.2		12075352
KO00791	6239	cel_CEOP1268	CELE_F46F11.2,CELE_F46F11.7		12075352
KO00792	6239	cel_CEOP1272	CELE_F46F11.8,CELE_F46F11.10		12075352
KO00793	6239	cel_CEOP1276	CELE_F55F8.2,CELE_F55F8.3,CELE_F55F8.4,CELE_F55F8.5,CELE_F55F8.6		12075352
KO00794	6239	cel_CEOP1280	CELE_T19B4.4,CELE_T19B4.3,CELE_T19B4.5		12075352
KO00795	6239	cel_CEOP1284	CELE_F33D11.9,CELE_F33D11.10,CELE_F33D11.11,CELE_F33D11.12		12075352
KO00796	6239	cel_CEOP1288	CELE_B0025.2,CELE_B0025.1,CELE_B0025.4,CELE_C06A5.1		12075352
KO00797	6239	cel_CEOP1292	CELE_C27A12.3,CELE_C27A12.2		12075352
KO00799	6239	cel_CEOP1300	CELE_T27A3.6,CELE_T27A3.7		12075352
KO00800	6239	cel_CEOP1304	CELE_T09B4.10,CELE_T09B4.9		12075352
KO00801	6239	cel_CEOP1308	CELE_T05E7.3,CELE_T09B4.1,CELE_T09B4.2		12075352
KO00802	6239	cel_CEOP1312	CELE_T08B2.9,CELE_T08B2.7,CELE_T08B2.8		12075352
KO00803	6239	cel_CEOP1316	CELE_C48E7.3,CELE_C48E7.2,CELE_C48E7.11		12075352
KO00804	6239	cel_CEOP1320	CELE_C10G11.5,CELE_C10G11.4		12075352
KO00805	6239	cel_CEOP1324	CELE_C55B7.8,CELE_C55B7.9		12075352
KO00806	6239	cel_CEOP1328	CELE_T10E9.1,CELE_T10E9.2		12075352
KO00807	6239	cel_CEOP1332	CELE_F57B10.10,CELE_F57B10.14		12075352
KO00808	6239	cel_CEOP1336	CELE_F57B10.7,CELE_F57B10.5,CELE_F57B10.6		12075352
KO00809	6239	cel_CEOP1340	CELE_F57B10.11,CELE_F57B10.12		12075352
KO00810	6239	cel_CEOP1344	CELE_W02D3.1,CELE_W02D3.2,CELE_W02D3.12		12075352
KO00811	6239	cel_CEOP1348	CELE_W02D3.9,CELE_W02D3.10,CELE_W02D3.11		12075352
KO00812	6239	cel_CEOP1352	CELE_C37A2.6,CELE_C37A2.7		12075352
KO00813	6239	cel_CEOP1356	CELE_C48B6.2,CELE_C48B6.3		12075352
