Identifier,"subject ids","subject acc.ver","query acc.ver","query id","% identity","alignment length",mismatches,"gap opens","q. start","q. end","s. start","s. end",evalue,"bit score",Taxonomy,Taxonomy.BIOM,taxid
958765202,gi|958765202|ref|XM_014860833.1|,XM_014860833.1,Contig_23926,Contig_23926,94.16,702,41,0,56,757,73,774,0,1081,"Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus","k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus asinus",9793
742110739,gi|742110739|ref|XM_010838105.1|,XM_010838105.1,Contig_23926,Contig_23926,92.643,734,54,0,24,757,106,839,0,1081,"Eukaryota,Chordata,Mammalia,Bovidae,Bison,Bison bison","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Bison;s__Bison bison",43346
545494776,gi|545494776|ref|XM_005618839.1|,XM_005618839.1,Contig_23926,Contig_23926,92.779,734,52,1,24,757,110,842,0,1081,"Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus","k__Eukaryota;p__Chordata;c__Mammalia;o__Carnivora;f__Canidae;g__Canis;s__Canis lupus",9615
15214922,gi|15214922|gb|BC012597.1|,BC012597.1,Contig_23926,Contig_23926,93.213,722,49,0,36,757,73,794,0,1081,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo sapiens",9606
47078293,gi|47078293|ref|NM_001100.3|,NM_001100.3,Contig_23926,Contig_23926,93.213,722,49,0,36,757,71,792,0,1081,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo sapiens",9606
371924428,gi|371924428|dbj|AK394681.1|,AK394681.1,Contig_23926,Contig_23926,94.017,702,42,0,56,757,72,773,0,1077,"Eukaryota,Chordata,Mammalia,Suidae,Sus,Sus scrofa","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Suidae;g__Sus;s__Sus scrofa",9823
533183978,gi|533183978|ref|XM_005405008.1|,XM_005405008.1,Contig_23926,Contig_23926,92.507,734,55,0,24,757,74,807,0,1076,"Eukaryota,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,Chinchilla lanigera","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Chinchillidae;g__Chinchilla;s__Chinchilla lanigera",34839
1034078209,gi|1034078209|ref|XM_016940594.1|,XM_016940594.1,Contig_23926,Contig_23926,92.936,722,51,0,36,757,88,809,0,1072,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan troglodytes",9598
931565547,gi|931565547|ref|XM_003824459.3|,XM_003824459.3,Contig_23926,Contig_23926,92.936,722,51,0,36,757,81,802,0,1072,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Pan,Pan paniscus","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan paniscus",9597
635133072,gi|635133072|ref|XM_007989745.1|,XM_007989745.1,Contig_23926,Contig_23926,92.936,722,51,0,36,757,138,859,0,1072,"Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus sabaeus","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Chlorocebus;s__Chlorocebus sabaeus",60711
268607670,gi|268607670|ref|NM_001167795.1|,NM_001167795.1,Contig_23926,Contig_23926,93.875,702,43,0,56,757,74,775,0,1072,"Eukaryota,Chordata,Mammalia,Suidae,Sus,Sus scrofa","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Suidae;g__Sus;s__Sus scrofa",9823
197102393,gi|197102393|ref|NM_001132414.1|,NM_001132414.1,Contig_23926,Contig_23926,92.936,722,51,0,36,757,70,791,0,1072,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pongo;s__Pongo abelii",9601
55729547,gi|55729547|emb|CR859327.1|,NM_001132414.1,Contig_23926,Contig_23926,92.936,722,51,0,36,757,70,791,0,1072,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pongo;s__Pongo abelii",9601
178028,gi|178028|gb|J00068.1|HUMACTASK,J00068.1,Contig_23926,Contig_23926,92.936,722,51,0,36,757,69,790,0,1072,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo sapiens",9606
1060504437,gi|1060504437|ref|XM_003893792.3|,XM_003893792.3,Contig_23926,Contig_23926,92.798,722,52,0,36,757,71,792,0,1068,,,
982221533,gi|982221533|ref|XM_005539819.2|,XM_005539819.2,Contig_23926,Contig_23926,92.798,722,52,0,36,757,100,821,0,1068,"Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__Macaca fascicularis",9541
966923841,gi|966923841|ref|XM_002802127.2|,XM_002802127.2,Contig_23926,Contig_23926,92.798,722,52,0,36,757,88,809,0,1068,"Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__Macaca mulatta",9544
830191367,gi|830191367|ref|XM_004693044.2|,XM_004693044.2,Contig_23926,Contig_23926,93.732,702,44,0,56,757,39,740,0,1068,"Eukaryota,Chordata,Mammalia,Insectivora,Talpidae,Condylura,Condylura cristata","k__Eukaryota;p__Chordata;c__Mammalia;o__Insectivora;f__Talpidae;g__Condylura;s__Condylura cristata",143302
795482507,gi|795482507|ref|XM_011771613.1|,XM_011771613.1,Contig_23926,Contig_23926,92.798,722,52,0,36,757,88,809,0,1068,"Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca nemestrina","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__Macaca nemestrina",9545
795121738,gi|795121738|ref|XM_011933331.1|,XM_011933331.1,Contig_23926,Contig_23926,92.798,722,52,0,36,757,71,792,0,1068,"Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,Colobus angolensis","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Colobus;s__Colobus angolensis",336983
724877493,gi|724877493|ref|XM_010374031.1|,XM_010374031.1,Contig_23926,Contig_23926,92.798,722,52,0,36,757,86,807,0,1068,"Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Rhinopithecus;s__Rhinopithecus roxellana",61622
942056987,gi|942056987|ref|XM_005896703.2|,XM_005896703.2,Contig_23926,Contig_23926,93.723,701,44,0,57,757,747,1447,0,1067,"Eukaryota,Chordata,Mammalia,Bovidae,Bos,Bos mutus","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Bos;s__Bos mutus",72004
512985581,gi|512985581|ref|XM_004854689.1|,XM_004854689.1,Contig_23926,Contig_23926,92.234,734,57,0,24,757,40,773,0,1067,"Eukaryota,Chordata,Mammalia,Rodentia,Bathyergidae,Heterocephalus,Heterocephalus glaber","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Bathyergidae;g__Heterocephalus;s__Heterocephalus glaber",10181
123999233,gi|123999233|gb|DQ896197.2|,DQ896197.2,Contig_23926,Contig_23926,94.211,691,40,0,67,757,19,709,0,1067,"synthetic construct","k__;p__;c__;o__;f__;g__;s__synthetic construct",32630
123989281,gi|123989281|gb|DQ892949.2|,DQ892949.2,Contig_23926,Contig_23926,94.211,691,40,0,67,757,19,709,0,1067,"synthetic construct","k__;p__;c__;o__;f__;g__;s__synthetic construct",32630
208965785,gi|208965785|dbj|AB463394.1|,AB463394.1,Contig_23926,Contig_23926,94.331,688,39,0,70,757,9,696,0,1065,"synthetic construct","k__;p__;c__;o__;f__;g__;s__synthetic construct",32630
821415021,gi|821415021|ref|XM_004281561.2|,XM_004281561.2,Contig_23926,Contig_23926,94.075,692,41,0,66,757,2,693,0,1063,"Eukaryota,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,Orcinus orca","k__Eukaryota;p__Chordata;c__Mammalia;o__Cetacea;f__Delphinidae;g__Orcinus;s__Orcinus orca",9733
817289901,gi|817289901|ref|XM_012459846.1|,XM_012459846.1,Contig_23926,Contig_23926,92.659,722,53,0,36,757,81,802,0,1063,"Eukaryota,Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus nancymaae","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Aotidae;g__Aotus;s__Aotus nancymaae",37293
795473615,gi|795473615|ref|XM_012036082.1|,XM_012036082.1,Contig_23926,Contig_23926,92.659,722,53,0,36,757,87,808,0,1063,"Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,Cercocebus atys","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Cercocebus;s__Cercocebus atys",9531
795253759,gi|795253759|ref|XM_011999851.1|,XM_011999851.1,Contig_23926,Contig_23926,92.659,722,53,0,36,757,71,792,0,1063,"Eukaryota,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,Mandrillus leucophaeus","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Mandrillus;s__Mandrillus leucophaeus",9568
667306356,gi|667306356|ref|XM_008584780.1|,XM_008584780.1,Contig_23926,Contig_23926,94.323,687,39,0,71,757,1,687,0,1063,"Eukaryota,Chordata,Mammalia,Dermoptera,Cynocephalidae,Galeopterus,Galeopterus variegatus","k__Eukaryota;p__Chordata;c__Mammalia;o__Dermoptera;f__Cynocephalidae;g__Galeopterus;s__Galeopterus variegatus",482537
49456548,gi|49456548|emb|CR541796.1|,CR541796.1,Contig_23926,Contig_23926,94.323,687,39,0,71,757,1,687,0,1063,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo sapiens",9606
49168517,gi|49168517|emb|CR536516.1|,CR536516.1,Contig_23926,Contig_23926,94.323,687,39,0,71,757,1,687,0,1063,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo sapiens",9606
60832847,gi|60832847|gb|AY893990.1|,AY893990.1,Contig_23926,Contig_23926,94.323,687,39,0,71,757,1,687,0,1063,"synthetic construct","k__;p__;c__;o__;f__;g__;s__synthetic construct",32630
741977850,gi|741977850|ref|XM_005226192.2|,XM_005226192.2,Contig_23926,Contig_23926,93.581,701,45,0,57,757,115,815,0,1061,"Eukaryota,Chordata,Mammalia,Bovidae,Bos,Bos taurus","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Bos;s__Bos taurus",9913
73587172,gi|73587172|gb|BC102376.1|,BC102376.1,Contig_23926,Contig_23926,93.581,701,45,0,57,757,121,821,0,1061,"Eukaryota,Chordata,Mammalia,Bovidae,Bos,Bos taurus","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Bos;s__Bos taurus",9913
725599432,gi|725599432|ref|XM_010351547.1|,XM_010351547.1,Contig_23926,Contig_23926,92.521,722,54,0,36,757,91,812,0,1059,"Eukaryota,Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri boliviensis","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cebidae;g__Saimiri;s__Saimiri boliviensis",39432
649148621,gi|649148621|gb|KJ904413.1|,KJ904413.1,Contig_23926,Contig_23926,94.194,689,39,1,69,757,64,751,0,1059,"synthetic construct","k__;p__;c__;o__;f__;g__;s__synthetic construct",32630
602704363,gi|602704363|ref|XM_007446709.1|,XM_007446709.1,Contig_23926,Contig_23926,94.178,687,40,0,71,757,1,687,0,1059,"Eukaryota,Chordata,Mammalia,Cetacea,Lipotidae,Lipotes,Lipotes vexillifer","k__Eukaryota;p__Chordata;c__Mammalia;o__Cetacea;f__Lipotidae;g__Lipotes;s__Lipotes vexillifer",118797
759196506,gi|759196506|ref|XM_011386451.1|,XM_011386451.1,Contig_23926,Contig_23926,93.678,696,44,0,62,757,1,696,0,1058,"Eukaryota,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus vampyrus","k__Eukaryota;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Pteropus;s__Pteropus vampyrus",132908
731496911,gi|731496911|ref|XM_003415221.2|,XM_003415221.2,Contig_23926,Contig_23926,93.678,696,44,0,62,757,1,696,0,1058,"Eukaryota,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana","k__Eukaryota;p__Chordata;c__Mammalia;o__Proboscidea;f__Elephantidae;g__Loxodonta;s__Loxodonta africana",9785
556775649,gi|556775649|ref|XM_005982877.1|,XM_005982877.1,Contig_23926,Contig_23926,93.438,701,46,0,57,757,122,822,0,1058,"Eukaryota,Chordata,Mammalia,Bovidae,Pantholops,Pantholops hodgsonii","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Pantholops;s__Pantholops hodgsonii",59538
1060961302,gi|1060961302|ref|XM_002760568.4|,XM_002760568.4,Contig_23926,Contig_23926,92.382,722,55,0,36,757,86,807,0,1054,,,
829764390,gi|829764390|ref|XM_012764344.1|,XM_012764344.1,Contig_23926,Contig_23926,91.951,733,58,1,25,757,72,803,0,1052,"Eukaryota,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus murinus","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cheirogaleidae;g__Microcebus;s__Microcebus murinus",30608
664748945,gi|664748945|ref|XM_008533651.1|,XM_008533651.1,Contig_23926,Contig_23926,89.895,762,47,1,26,757,67,828,0,1050,"Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus przewalskii","k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus przewalskii",9798
1012225157,gi|1012225157|ref|XM_016163442.1|,XM_016163442.1,Contig_23926,Contig_23926,91.837,735,56,3,25,757,340,1072,0,1047,"Eukaryota,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus","k__Eukaryota;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Rousettus;s__Rousettus aegyptiacus",9407
731211192,gi|731211192|ref|XM_010621912.1|,XM_010621912.1,Contig_23926,Contig_23926,91.452,737,60,1,24,757,92,828,0,1043,"Eukaryota,Chordata,Mammalia,Rodentia,Bathyergidae,Fukomys,Fukomys damarensis","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Bathyergidae;g__Fukomys;s__Fukomys damarensis",885580
395836163,gi|395836163|ref|XM_003790986.1|,XM_003790986.1,Contig_23926,Contig_23926,91.84,723,59,0,35,757,64,786,0,1038,"Eukaryota,Chordata,Mammalia,Primates,Galagidae,Otolemur,Otolemur garnettii","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Galagidae;g__Otolemur;s__Otolemur garnettii",30611
829764395,gi|829764395|ref|XM_012764345.1|,XM_012764345.1,Contig_23926,Contig_23926,92.735,702,51,0,56,757,91,792,0,1036,"Eukaryota,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus murinus","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cheirogaleidae;g__Microcebus;s__Microcebus murinus",30608
1044352712,gi|1044352712|ref|XM_017526492.1|,XM_017526492.1,Contig_23926,Contig_23926,91.69,722,60,0,36,757,155,876,0,1032,,,
641732922,gi|641732922|ref|XM_008158627.1|,XM_008158627.1,Contig_23926,Contig_23926,92.929,693,49,0,65,757,1,693,0,1029,"Eukaryota,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus fuscus","k__Eukaryota;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Eptesicus;s__Eptesicus fuscus",29078
471404022,gi|471404022|ref|XM_004384121.1|,XM_004384121.1,Contig_23926,Contig_23926,93.169,688,47,0,70,757,6,693,0,1029,"Eukaryota,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,Trichechus manatus","k__Eukaryota;p__Chordata;c__Mammalia;o__Sirenia;f__Trichechidae;g__Trichechus;s__Trichechus manatus",127582
664748947,gi|664748947|ref|XM_008533652.1|,XM_008533652.1,Contig_23926,Contig_23926,90.437,732,40,1,56,757,77,808,0,1027,"Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus przewalskii","k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus przewalskii",9798
884925707,gi|884925707|ref|XM_003473386.3|,XM_003473386.3,Contig_23926,Contig_23926,90.736,734,68,0,24,757,69,802,0,1018,"Eukaryota,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Caviidae;g__Cavia;s__Cavia porcellus",10141
507551877,gi|507551877|ref|XM_004659681.1|,XM_004659681.1,Contig_23926,Contig_23926,92.63,692,51,0,66,757,2,693,0,1018,"Eukaryota,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,Jaculus jaculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Dipodidae;g__Jaculus;s__Jaculus jaculus",51337
1016643889,gi|1016643889|ref|XM_016196034.1|,XM_016196034.1,Contig_23926,Contig_23926,90.723,733,68,0,25,757,59,791,0,1016,"Eukaryota,Chordata,Mammalia,Chiroptera,Vespertilionidae,Miniopterus,Miniopterus natalensis","k__Eukaryota;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Miniopterus;s__Miniopterus natalensis",291302
914901521,gi|914901521|ref|XM_005320386.2|,XM_005320386.2,Contig_23926,Contig_23926,90.625,736,69,0,22,757,276,1011,0,1016,"Eukaryota,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,Ictidomys tridecemlineatus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Ictidomys;s__Ictidomys tridecemlineatus",43179
507687627,gi|507687627|ref|XM_004712162.1|,XM_004712162.1,Contig_23926,Contig_23926,92.341,692,53,0,66,757,2,693,0,1009,"Eukaryota,Chordata,Mammalia,Tenrecidae,Echinops,Echinops telfairi","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Tenrecidae;g__Echinops;s__Echinops telfairi",9371
744593905,gi|744593905|ref|XM_010989875.1|,XM_010989875.1,Contig_23926,Contig_23926,91.595,702,47,1,56,757,22,711,0,1007,"Eukaryota,Chordata,Mammalia,Camelidae,Camelus,Camelus dromedarius","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Camelidae;g__Camelus;s__Camelus dromedarius",9838
1051041420,gi|1051041420|ref|XM_008845773.2|,XM_008845773.2,Contig_23926,Contig_23926,91.738,702,58,0,56,757,106,807,0,1005,,,
1022985065,gi|1022985065|ref|XM_003340176.3|,XM_003340176.3,Contig_23926,Contig_23926,90.769,715,66,0,43,757,94,808,0,993,"Eukaryota,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica","k__Eukaryota;p__Chordata;c__Mammalia;o__Didelphimorphia;f__Didelphidae;g__Monodelphis;s__Monodelphis domestica",13616
914901522,gi|914901522|ref|XM_005320387.2|,XM_005320387.2,Contig_23926,Contig_23926,91.311,702,61,0,56,757,212,913,0,991,"Eukaryota,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,Ictidomys tridecemlineatus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Ictidomys;s__Ictidomys tridecemlineatus",43179
586476162,gi|586476162|ref|XM_006868572.1|,XM_006868572.1,Contig_23926,Contig_23926,91.763,692,57,0,66,757,2,693,0,991,"Eukaryota,Chordata,Mammalia,Chrysochloridae,Chrysochloris,Chrysochloris asiatica","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Chrysochloridae;g__Chrysochloris;s__Chrysochloris asiatica",185453
617665423,gi|617665423|ref|XM_007538840.1|,XM_007538840.1,Contig_23926,Contig_23926,90.318,723,70,0,35,757,63,785,0,989,"Eukaryota,Chordata,Mammalia,Insectivora,Erinaceidae,Erinaceus,Erinaceus europaeus","k__Eukaryota;p__Chordata;c__Mammalia;o__Insectivora;f__Erinaceidae;g__Erinaceus;s__Erinaceus europaeus",9365
594668819,gi|594668819|ref|XM_007182365.1|,XM_007182365.1,Contig_23926,Contig_23926,92.377,669,51,0,24,692,73,741,0,976,"Eukaryota,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera acutorostrata","k__Eukaryota;p__Chordata;c__Mammalia;o__Cetacea;f__Balaenopteridae;g__Balaenoptera;s__Balaenoptera acutorostrata",310752
913489713,gi|913489713|ref|XM_005345864.2|,XM_005345864.2,Contig_23926,Contig_23926,90.741,702,65,0,56,757,33,734,0,973,"Eukaryota,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus ochrogaster","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Microtus;s__Microtus ochrogaster",79684
507686783,gi|507686783|ref|XM_004640807.1|,XM_004640807.1,Contig_23926,Contig_23926,91.185,692,61,0,66,757,2,693,0,973,"Eukaryota,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,Octodon degus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Octodontidae;g__Octodon;s__Octodon degus",10160
4587216,gi|4587216|dbj|AB021650.1|,AB021650.1,Contig_23926,Contig_23926,91.172,691,61,0,67,757,44,734,0,971,"Eukaryota,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis","k__Eukaryota;p__Chordata;c__Actinopteri;o__Gadiformes;f__Macrouridae;g__Coryphaenoides;s__Coryphaenoides acrolepis",83390
589956784,gi|589956784|ref|XM_006990937.1|,XM_006990937.1,Contig_23926,Contig_23926,90.598,702,66,0,56,757,86,787,0,969,"Eukaryota,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Peromyscus;s__Peromyscus maniculatus",230844
4587220,gi|4587220|dbj|AB021652.1|,AB021652.1,Contig_23926,Contig_23926,91.027,691,62,0,67,757,4,694,0,967,"Eukaryota,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides cinereus","k__Eukaryota;p__Chordata;c__Actinopteri;o__Gadiformes;f__Macrouridae;g__Coryphaenoides;s__Coryphaenoides cinereus",83391
634841671,gi|634841671|ref|XM_007938501.1|,XM_007938501.1,Contig_23926,Contig_23926,90.751,692,64,0,66,757,2,693,0,960,"Eukaryota,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer","k__Eukaryota;p__Chordata;c__Mammalia;o__Tubulidentata;f__Orycteropodidae;g__Orycteropus;s__Orycteropus afer",1230840
15928833,gi|15928833|gb|BC014877.1|,BC014877.1,Contig_23926,Contig_23926,90.313,702,68,0,56,757,43,744,0,960,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Mus;s__Mus musculus",10090
439253892,gi|439253892|ref|NM_001272041.1|,NM_001272041.1,Contig_23926,Contig_23926,90.057,704,70,0,54,757,170,873,0,955,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Mus;s__Mus musculus",10090
439253889,gi|439253889|ref|NM_009606.3|,NM_009606.3,Contig_23926,Contig_23926,90.171,702,69,0,56,757,82,783,0,955,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Mus;s__Mus musculus",10090
26080631,gi|26080631|dbj|AK027919.1|,AK027919.1,Contig_23926,Contig_23926,90.171,702,69,0,56,757,58,759,0,955,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Mus;s__Mus musculus",10090
30268606,gi|30268606|dbj|AB086242.1|,AB086242.1,Contig_23926,Contig_23926,90.83,687,63,0,71,757,1,687,0,955,"Eukaryota,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides yaquinae","k__Eukaryota;p__Chordata;c__Actinopteri;o__Gadiformes;f__Macrouridae;g__Coryphaenoides;s__Coryphaenoides yaquinae",83387
191642,gi|191642|gb|M12866.1|MUSACSM,M12866.1,Contig_23926,Contig_23926,90.171,702,69,0,56,757,36,737,0,955,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Mus;s__Mus musculus",10090
