ko,gene,id,url,sp_code,name
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
K00632,IX88_03825,0,,abaa,fadA
K11263,ABLAC_21050,0,,abal,
K01847,PP1Y_AT29712,0,,npp,
K00020,BDGL_002282,0,,acc,glxR
K00140,BDGL_001264,0,,acc,mmsA
K00128,P795_10570,0,,abaz,
K00822,ACICU_02439,0,,abc,
K01968,BJAB0715_01589,0,,abab,
K01969,ABD1_13720,0,,abad,
K01969,CBUD_1072,0,,cbd,
K13766,CbuK_0863,0,,cbc,
K13766,IX88_08805,0,,abaa,
K01640,BJAB0868_01519,0,,abaj,
K01028,BJAB0715_01954,0,,abab,
K01029,IX88_10610,0,,abaa,
K00626,BJAB0868_01504,0,,abaj,
K01754,IX88_11755,0,,abaa,
K01703,ABAYE3360,0,,aby,leuC
K01704,IX88_04375,0,,abaa,
K00052,ABK1_0460,0,,abx,
K01652,IX87_00745,0,,abau,
K01652,IX88_04910,0,,abaa,
K01653,IX88_04915,0,,abaa,
K00053,IX88_04920,0,,abaa,
K00826,CbuK_1649,0,,cbc,
K00826,BJAB0715_03307,0,,abab,
K00263,CbuK_1615,0,,cbc,
K14260,ABD1_14660,0,,abad,
K01649,IX88_04665,0,,abaa,
K00003,ACICU_00262,0,,abc,
K00928,IX88_07950,0,,abaa,
K00928,CbuK_0787,0,,cbc,lysC
K00133,IX88_04430,0,,abaa,
K00133,CbuK_0742,0,,cbc,asd
K01714,ABD1_01990,0,,abad,dapA
K01714,IX87_00995,0,,abau,
K01714,IX88_01900,0,,abaa,
K01714,CbuK_1082,0,,cbc,dapA
K00215,IX88_02010,0,,abaa,
K00215,CbuK_0303,0,,cbc,dapB
K00674,IX88_15890,0,,abaa,dapD
K00674,CBUD_0677,0,,cbd,dapD
K00821,P795_7205,0,,abaz,
K14267,P795_9855,0,,abaz,
K01439,IX88_17230,0,,abaa,
K01439,COXBURSA331_A0781,0,,cbs,dapE
K01778,IX88_16180,0,,abaa,dapF
K01778,CbuK_2021,0,,cbc,dapF
K01586,BJAB0868_02846,0,,abaj,
K01928,BJAB0868_03447,0,,abaj,
K01928,CbuK_1928,0,,cbc,murE
K01929,BJAB0868_03446,0,,abaj,
K01929,CBU_0124,0,,cbu,murF
K00164,ABTW07_3178,0,,abd,sucA
K00164,IX88_16695,0,,abaa,
K00164,CBUD_0594,0,,cbd,sucA
K00658,IX88_16690,0,,abaa,
K00658,CbuK_1470,0,,cbc,sucB
K00252,BJAB0715_00707,0,,abab,
K01692,P795_10680,0,,abaz,
K01825,BJAB0715_00348,0,,abab,
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
K00626,BJAB0868_01504,0,,abaj,
K03897,ABD1_16330,0,,abad,basC
K00128,P795_10570,0,,abaz,
K01940,ACICU_01105,0,,abc,
K01755,BJAB0715_00306,0,,abab,
K01428,BDGL_000296,0,,acc,ureC
K01429,IX87_00440,0,,abau,
K01430,IX88_07080,0,,abaa,ureA
K01425,BDGL_000240,0,,acc,glsA
K05597,IX88_09280,0,,abaa,
K01915,BJAB0715_02756,0,,abab,
K15371,CbuG_0784,0,,cbg,
K00261,IX88_00440,0,,abaa,
K00262,M3Q_1324,0,,abh,
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K14260,ABD1_14660,0,,abad,
K14682,IX88_02470,0,,abaa,
K00620,BJAB0868_00714,0,,abaj,
K00930,IX88_06415,0,,abaa,
K00145,ABTW07_2235,0,,abd,
K00821,P795_7205,0,,abaz,
K00933,Nitsa_0767,0,,nsa,
K08688,p3ABAYE0029,0,,aby,
K01480,CbuK_1536,0,,cbc,sepB
K01581,CbuG_1280,0,,cbg,
K00128,P795_10570,0,,abaz,
K01426,BJAB0868_02115,0,,abaj,
K00673,IX88_00430,0,,abaa,
K01484,IX88_00420,0,,abaa,
K00840,P795_11910,0,,abaz,
K00840,IX88_00435,0,,abaa,argD
K06447,BJAB0715_03487,0,,abab,
K05526,ABSDF0359,0,,abm,astE
K09470,P795_6275,0,,abaz,
K00286,CbuK_2140,0,,cbc,proC
K00286,BJAB0715_00654,0,,abab,
K13821,ABD1_15360,0,,abad,putA
K13821,CbuK_1626,0,,cbc,putA
K01750,CBUD_0275,0,,cbd,
K00931,ABD1_24850,0,,abad,proB
K00147,ABD1_04610,0,,abad,proA
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K12658,ABD1_13350,0,,abad,
K21061,ABD1_13360,0,,abad,
K21062,ABLAC_21480,0,,abal,
K00765,IX88_05370,0,,abaa,hisG
K02502,BJAB0868_01272,0,,abaj,
K11755,BJAB0868_00407,0,,abaj,
K01814,IX88_00965,0,,abaa,
K02501,BJAB0715_03588,0,,abab,
K02500,ABTW07_3655,0,,abd,hisF
K01693,IX88_00945,0,,abaa,
K00817,P795_14270,0,,abaz,
K00013,IX88_05375,0,,abaa,
K01745,IX88_01815,0,,abaa,
K01712,IX88_01820,0,,abaa,
K01468,ABBFA_000079,0,,abb,hutI
K01479,M3Q_143,0,,abh,
K01479,IX88_01800,0,,abaa,
K01590,P795_5030,0,,abaz,
K00128,P795_10570,0,,abaz,
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K00817,P795_14270,0,,abaz,
K00832,BJAB0868_00117,0,,abaj,
K00457,IX88_01875,0,,abaa,
K01800,BJAB07104_03711,0,,abj,
K01555,ABSDF3593,0,,abm,hmgB
K00276,ABAYE1710,0,,aby,tynA
K00121,IX88_10825,0,,abaa,
K13954,ABZJ_02450,0,,abz,
K01826,P795_6470,0,,abaz,
K00276,ABAYE1710,0,,aby,tynA
K00146,BJAB0715_02110,0,,abab,
K01912,ABAYE2366,0,,aby,paaK
K02614,ABD1_13570,0,,abad,paaI
K02609,BJAB0715_01519,0,,abab,
K02610,ABTW07_1508,0,,abd,
K02611,BJAB0715_01521,0,,abab,
K02611,BJAB0868_01452,0,,abaj,
K02612,BJAB0715_01522,0,,abab,
K02613,ABD1_13490,0,,abad,paaE
K15866,BDGL_000689,0,,acc,paaG
K02618,P795_10710,0,,abaz,
K01692,P795_10680,0,,abaz,
K00074,ABD1_13520,0,,abad,paaH
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K00817,P795_14270,0,,abaz,
K00832,BJAB0868_00117,0,,abaj,
K00457,IX88_01875,0,,abaa,
K00285,ACICU_00123,0,,abc,
K03782,BJAB0715_00446,0,,abab,
K01426,BJAB0868_02115,0,,abaj,
K01451,ABBFA_002886,0,,abb,
K00529,IX88_06760,0,,abaa,
K00164,ABTW07_3178,0,,abd,sucA
K00164,IX88_16695,0,,abaa,
K00164,CBUD_0594,0,,cbd,sucA
K00252,BJAB0715_00707,0,,abab,
K01692,P795_10680,0,,abaz,
K01825,BJAB0715_00348,0,,abab,
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
K00626,BJAB0868_01504,0,,abaj,
K00128,P795_10570,0,,abaz,
K01426,BJAB0868_02115,0,,abaj,
K03781,ABBFA_002102,0,,abb,
K03781,BJAB0868_01471,0,,abaj,
K03781,ACIAD0451,0,,aci,katA
K03782,BJAB0715_00446,0,,abab,
K01626,BJAB0715_01876,0,,abab,
K01626,IX88_10240,0,,abaa,
K01626,CBUD_1066,0,,cbd,
K01735,BJAB0868_03435,0,,abaj,
K01735,CbuG_0267,0,,cbg,aroB
K03785,CbuK_2120,0,,cbc,aroD
K03785,ABBFA_001570,0,,abb,
K03786,IX88_12275,0,,abaa,
K09483,BJAB0715_02139,0,,abab,
K00014,ABZJ_03492,0,,abz,
K00014,CbuK_0199,0,,cbc,aroE
K05358,IX88_11575,0,,abaa,
K00891,X969_24305,0,,pmon,aroK
K00891,IX88_00710,0,,abaa,aroK
K00891,CbuK_0191,0,,cbc,aroK
K00800,ABBFA_001168,0,,abb,aroA
K00800,CbuG_1468,0,,cbg,aroA
K01736,BJAB0715_01914,0,,abab,
K01736,CbuG_1128,0,,cbg,aroC
K01657,BJAB0868_00342,0,,abaj,
K01658,IX88_15080,0,,abaa,
K00766,BJAB0715_02763,0,,abab,
K01817,BJAB0715_03275,0,,abab,
K01609,BJAB0715_02764,0,,abab,
K01695,IX88_17525,0,,abaa,
K01696,IX88_17550,0,,abaa,
K06001,IX88_10420,0,,abaa,
K04093,BJAB0715_02394,0,,abab,
K14170,IX88_14380,0,,abaa,
K00220,ABBFA_001168,0,,abb,aroA
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K00817,P795_14270,0,,abaz,
K00832,BJAB0868_00117,0,,abaj,
K01579,IX88_06120,0,,abaa,
K00823,ABBFA_000200,0,,abb,gabT
K00276,ABAYE1710,0,,aby,tynA
K00128,P795_10570,0,,abaz,
K01918,IX88_05135,0,,abaa,
K01918,CbuK_1645,0,,cbc,panC
K00822,ACICU_02439,0,,abc,
K01692,P795_10680,0,,abaz,
K01825,BJAB0715_00348,0,,abab,
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
K00140,BDGL_001264,0,,acc,mmsA
K00681,BJAB0715_00896,0,,abab,
K03119,ABD1_14450,0,,abad,tauD
K00259,CbuG_0893,0,,cbg,ald
K15371,CbuG_0784,0,,cbg,
K13788,IX88_04710,0,,abaa,
K00925,BJAB0715_00523,0,,abab,
K05306,BJAB0868_01495,0,,abaj,
K03430,BJAB0868_01494,0,,abaj,
K03823,ABSDF2126,0,,abm,
K01760,P795_2000,0,,abaz,
K00548,BJAB0715_01082,0,,abab,
K00549,P795_14045,0,,abaz,
K11717,BJAB0868_01559,0,,abaj,
K11717,CbuK_1219,0,,cbc,csdB
K00384,BJAB0715_00861,0,,abab,
K00384,CbuK_1057,0,,cbc,trxB
K00956,IX87_00510,0,,abau,cysN
K00957,IX88_07020,0,,abaa,
K01874,ABZJ_00779,0,,abz,
K01874,CBUD_0308,0,,cbd,metG
K00681,BJAB0715_00896,0,,abab,
K01424,IX88_04415,0,,abaa,
K00600,CbuK_1492,0,,cbc,glyA
K00600,IX88_14520,0,,abaa,glyA
K01776,BJAB0868_00438,0,,abaj,
K01776,IX88_01785,0,,abaa,
K01776,CBUD_1783,0,,cbd,murI
K01925,ABLAC_35350,0,,abal,
K01925,CbuG_1884,0,,cbg,murD
K01425,BDGL_000240,0,,acc,glsA
K05597,IX88_09280,0,,abaa,
K00261,IX88_00440,0,,abaa,
K01924,IX88_01460,0,,abaa,murC
K01924,CbuK_1918,0,,cbc,murC
K01775,IX87_06865,0,,abau,
K01775,IX88_02790,0,,abaa,
K01775,CbuG_1133,0,,cbg,alr
K01921,IX88_01455,0,,abaa,
K01921,CbuK_1202,0,,cbc,
K00681,BJAB0715_00896,0,,abab,
K01919,IX87_13900,0,,abau,
K01919,CBUD_0105,0,,cbd,gshA
K01920,CbuK_0175,0,,cbc,gshB
K01920,ABZJ_03727,0,,abz,
K01255,BJAB0868_00299,0,,abaj,
K01256,IX87_06445,0,,abau,
K01256,COXBURSA331_A0445,0,,cbs,pepN
K01270,P795_5545,0,,abaz,
K00031,BJAB0715_02867,0,,abab,
K00031,CbuK_1064,0,,cbc,icd
K01581,CbuG_1280,0,,cbg,
K01207,IX87_17065,0,,abau,
K00677,ABD1_19910,0,,abad,lpxA
K00677,CbuK_1435,0,,cbc,lpxA
K02535,IX88_01435,0,,abaa,
K02535,CbuK_1912,0,,cbc,lpxC
K02536,BJAB0715_02237,0,,abab,
K02536,IX88_12055,0,,abaa,
K02536,CbuK_1437,0,,cbc,lpxD
K03269,P795_6410,0,,abaz,
K03269,COXBURSA331_A1668,0,,cbs,lpxH
K00748,BJAB0868_01820,0,,abaj,
K00748,CBUD_0632,0,,cbd,lpxB
K00912,IX87_02340,0,,abau,
K00912,CbuG_1144,0,,cbg,lpxK
K06041,BJAB0868_01343,0,,abaj,
K06041,CbuK_1505,0,,cbc,kdsD
K01627,IX88_11660,0,,abaa,
K01627,CbuK_0335,0,,cbc,kdsA
K03270,IX88_08320,0,,abaa,
K00979,IX88_09805,0,,abaa,
K00979,CBUD_1596,0,,cbd,kdsB
K02527,IX87_13580,0,,abau,
K02527,CbuK_2005,0,,cbc,kdtA
K02517,IX88_04450,0,,abaa,
K03271,CbuK_0264,0,,cbc,
K03272,COXBURSA331_A1838,0,,cbs,hldE
K03274,Pcar_0024,0,,pca,waaD
K07031,LFML04_1771,0,,lfi,
K15669,M301_2250,0,,meh,
K02843,CbuK_0347,0,,cbc,rfaF
K00790,IX88_05365,0,,abaa,
K00790,CbuK_1504,0,,cbc,murA
K00075,ABAYE1526,0,,aby,murB
K00075,COXBURSA331_A0226,0,,cbs,murB
K01924,IX88_01460,0,,abaa,murC
K01924,CbuK_1918,0,,cbc,murC
K01925,ABLAC_35350,0,,abal,
K01925,CbuG_1884,0,,cbg,murD
K01928,BJAB0868_03447,0,,abaj,
K01928,CbuK_1928,0,,cbc,murE
K01921,IX88_01455,0,,abaa,
K01921,CbuK_1202,0,,cbc,
K01929,BJAB0868_03446,0,,abaj,
K01929,CBU_0124,0,,cbu,murF
K06153,BJAB0715_03169,0,,abab,
K01000,BJAB0715_03555,0,,abab,
K01000,CbuK_1926,0,,cbc,mray
K02563,ABD1_32320,0,,abad,murG
K02563,CbuK_1919,0,,cbc,murG
K03980,CBUD_1676,0,,cbd,mviN
K03980,BJAB0715_00086,0,,abab,
K03814,BJAB0715_01101,0,,abab,
K05366,AB57_3649,0,,abn,
K05366,M3Q_3624,0,,abh,
K05365,IX88_14415,0,,abaa,
K05515,BJAB0868_01135,0,,abaj,
K05515,CBUD_1513,0,,cbd,pbpA
K03587,CBUD_1989,0,,cbd,ftsI
K03587,IX88_00770,0,,abaa,
K07258,CBUD_1345,0,,cbd,
K07258,ABZJ_02890,0,,abz,
K03147,CbuK_0526,0,,cbc,thiC
K03147,IX88_03485,0,,abaa,
K00941,BJAB0715_00813,0,,abab,
K14153,CBUD_1745,0,,cbd,thiDE
K04487,CBUD_1228,0,,cbd,
K04487,MYCTH_2300189,0,,mtm,
K04487,BJAB0715_01841,0,,abab,
K03151,CBUD_1272,0,,cbd,thiI
K03153,ABD1_08510,0,,abad,
K03153,CBUD_1748,0,,cbd,thiO
K01662,IX88_00300,0,,abaa,
K03149,CbuK_0529,0,,cbc,thiG
K03149,IX88_14340,0,,abaa,
K00878,IX87_06460,0,,abau,
K00788,IX87_08990,0,,abau,
K00946,CbuK_1488,0,,cbc,thiL
K00946,ACICU_03591,0,,abc,
K06949,IX88_04855,0,,abaa,
K00939,CbuK_1404,0,,cbc,adk
K00939,ABTW07_1113,0,,abd,
K03707,IX88_01230,0,,abaa,
K01497,IX88_00305,0,,abaa,
K14652,PPUBIRD1_0557,0,,ppb,
K14652,IX88_01750,0,,abaa,
K14652,CBUD_0658,0,,cbd,ribAB
K11752,ABD1_02070,0,,abad,ribD
K11752,CbuG_1361,0,,cbg,ribD
K02858,IX88_06105,0,,abaa,
K00794,CbuG_1356,0,,cbg,ribH
K00794,IX88_01755,0,,abaa,ribH
K00793,CbuK_1610,0,,cbc,ribE
K00793,IX88_03355,0,,abaa,
K11753,IX88_02425,0,,abaa,
K11753,CbuK_1669,0,,cbc,ribF
K00299,IX88_01305,0,,abaa,
K00275,BJAB0715_03699,0,,abab,
K00275,CbuK_0909,0,,cbc,pdxH
K03473,COXBURSA331_A2011,0,,cbs,pdxB
K03473,ABBFA_000839,0,,abb,
K00831,ABAYE0877,0,,aby,serC
K00831,CbuG_1469,0,,cbg,serC
K00097,ACICU_03198,0,,abc,
K00097,CbuK_2031,0,,cbc,pdxA
K03474,IX88_15780,0,,abaa,
K03474,CbuG_0512,0,,cbg,pdxJ
K01733,IX88_03420,0,,abaa,
K00278,CBUD_2006,0,,cbd,nadB
K00278,BJAB0715_02931,0,,abab,
K06989,IX88_06785,0,,abaa,
K03517,ABD1_06620,0,,abad,nadA
K03517,CbuG_1410,0,,cbg,nadA
K00767,BL01_01490,0,,abw,
K00767,COXBURSA331_A0184,0,,cbs,nadC
K00763,IX87_13965,0,,abau,
K01081,IX87_19710,0,,abau,
K03787,IX88_15360,0,,abaa,
K03787,CbuK_0339,0,,cbc,surE
K20881,IX88_12015,0,,abaa,
K00969,CbuG_1441,0,,cbg,nadD
K03426,IX88_07300,0,,abaa,
K01950,IX88_06275,0,,abaa,
K01950,CbuK_0726,0,,cbc,nadE
K03743,ABD1_11980,0,,abad,
K03743,CbuK_0783,0,,cbc,
K08281,ABBFA_000061,0,,abb,
K03462,IX87_20340,0,,abau,
K00858,CBUD_1384,0,,cbd,
K00858,IX88_14410,0,,abaa,ppnK
K00322,ABZJ_02724,0,,abz,
K00324,IX88_05040,0,,abaa,
K00325,IX88_05050,0,,abaa,
K01652,IX87_00745,0,,abau,
K01652,IX88_04910,0,,abaa,
K01653,IX88_04915,0,,abaa,
K00053,IX88_04920,0,,abaa,
K00606,CbuK_1644,0,,cbc,panB
K00606,IX88_05130,0,,abaa,panB
K01918,IX88_05135,0,,abaa,
K01918,CbuK_1645,0,,cbc,panC
K00867,CbuK_0390,0,,cbc,coaA
K03525,IX88_05960,0,,abaa,
K13038,IX88_17765,0,,abaa,
K13038,CbuK_0751,0,,cbc,coaBC
K00954,IX88_06210,0,,abaa,
K00954,CbuK_0484,0,,cbc,coaD
K00859,IX88_03925,0,,abaa,
K00859,CBUD_1954,0,,cbd,coaE
K06133,P795_14755,0,,abaz,
K06133,CbuK_0411,0,,cbc,mtaA
K00826,CbuK_1649,0,,cbc,
K00826,BJAB0715_03307,0,,abab,
K01579,IX88_06120,0,,abaa,
K02169,BJAB0715_00800,0,,abab,
K02169,CBUD_1043,0,,cbd,bioC.2
K00647,BJAB0715_00850,0,,abab,
K09458,CbuK_1361,0,,cbc,fabF
K00059,P795_10160,0,,abaz,
K00059,IX88_06080,0,,abaa,fabG
K00059,CbuK_1363,0,,cbc,
K02372,Z664_00920,0,,cea,
K02372,IX88_12050,0,,abaa,
K00208,BJAB0715_00554,0,,abab,
K02170,P795_13665,0,,abaz,
K02170,CBUD_1042,0,,cbd,bioH
K00652,ABD1_07630,0,,abad,bioF
K00652,CbuK_0836,0,,cbc,bioF
K00833,BJAB0868_00823,0,,abaj,
K00833,CbuK_0834,0,,cbc,bioA
K01935,IX88_06035,0,,abaa,
K01935,CbuK_0839,0,,cbc,bioD
K01012,ABD1_15160,0,,abad,bioB
K01012,Z664_02685,0,,cea,bioB
K03524,BJAB0715_00787,0,,abab,
K03524,CbuK_0840,0,,cbc,birA
K03644,ABD1_16910,0,,abad,lipA
K03644,CbuK_1127,0,,cbc,lipA
K03801,IX88_16760,0,,abaa,
K03801,CBU_1265,0,,cbu,lipB
K01495,IX88_15125,0,,abaa,
K01495,CbuK_0664,0,,cbc,folE
K01113,ABSDF0801,0,,abm,
K01113,BJAB0715_03052,0,,abab,
K01633,CBUD_2066,0,,cbd,folB
K01633,IX88_13255,0,,abaa,
K00950,CbuK_0483,0,,cbc,folK
K00950,BJAB0715_00627,0,,abab,
K00796,ABD1_26310,0,,abad,folP
K00796,CbuK_1213,0,,cbc,folP
K18974,AB57_0265,0,,abn,folP
K00287,IX88_04585,0,,abaa,
K00287,CbuK_2043,0,,cbc,folA
K11754,ABBFA_000594,0,,abb,
K11754,CbuG_1108,0,,cbg,folC
K01737,BJAB0715_01797,0,,abab,
K10026,IX88_15895,0,,abaa,
K06920,ABTW07_2990,0,,abd,
K06879,IX87_07935,0,,abau,
K03639,ABD1_20260,0,,abad,moaA
K03635,BJAB0868_02259,0,,abaj,
K03750,ABBFA_001449,0,,abb,
K01664,CbuK_0171,0,,cbc,
K01665,P795_14265,0,,abaz,
K01665,CbuK_1232,0,,cbc,pabB
K02619,BJAB0715_02935,0,,abab,
K00287,IX88_04585,0,,abaa,
K00287,CbuK_2043,0,,cbc,folA
K01491,ABZJ_03105,0,,abz,
K01491,CbuG_1693,0,,cbg,folD
K00600,CbuK_1492,0,,cbc,glyA
K00600,IX88_14520,0,,abaa,glyA
K11175,BJAB0715_02978,0,,abab,
K11175,COXBURSA331_A1929,0,,cbs,purN
K08289,ABK1_1968,0,,abx,
K00602,CbuG_1670,0,,cbg,purH
K00602,BJAB0715_02571,0,,abab,
K00604,CBUD_2096,0,,cbd,fmt
K00604,CbuK_2047,0,,cbc,fmt
K00604,ACICU_03655,0,,abc,
K00605,CbuK_0292,0,,cbc,gvcT
K00548,BJAB0715_01082,0,,abab,
K00560,BJAB0868_00517,0,,abaj,
K00560,CBUD_0442,0,,cbd,thyA
K01433,IX88_04555,0,,abaa,
K00297,BJAB0715_02017,0,,abab,
K01934,BJAB0715_01147,0,,abab,
K01934,CBUD_2040,0,,cbd,
K00121,IX88_10825,0,,abaa,
K01885,IX88_00795,0,,abaa,
K02492,BJAB0715_00826,0,,abab,
K01845,ABSDF1079,0,,abm,hemL
K01698,M3Q_1102,0,,abh,
K01749,ABD1_02450,0,,abad,hemC
K01719,BJAB0868_00332,0,,abaj,
K02302,ABD1_26730,0,,abad,cysG
K01599,IX88_15150,0,,abaa,
K00228,ABD1_29950,0,,abad,hemF
K02495,ABSDF3114,0,,abm,
K01772,BJAB0868_00440,0,,abaj,
K02301,CbuK_0846,0,,cbc,cyoE
K02301,IX88_13400,0,,abaa,
K00798,IX88_17565,0,,abaa,
K02231,IX87_19130,0,,abau,
K02233,IX88_10235,0,,abaa,
K00768,ABBFA_001837,0,,abb,cobT
K02226,IX87_19140,0,,abau,
K03594,IX88_00650,0,,abaa,
K03181,IX88_14745,0,,abaa,
K03179,BJAB0868_02587,0,,abaj,
K03179,CbuK_1999,0,,cbc,ubiA
K18800,CBUD_2030,0,,cbd,
K00568,BJAB0715_00074,0,,abab,
K00568,CbuK_0546,0,,cbc,ubiG
K03185,IX87_05745,0,,abau,
K03185,CbuK_1979,0,,cbc,visC.2
K03183,IX88_04055,0,,abaa,
K03183,COXBURSA331_A0067,0,,cbs,ubiE
K06134,IX88_13210,0,,abaa,
K06134,CBUD_0102,0,,cbd,
K02361,A1S_2372,0,,acb,
K00355,ABD1_27180,0,,abad,
K03809,IX87_11875,0,,abau,
K03809,CbuK_1809,0,,cbc,wrbA
K00457,IX88_01875,0,,abaa,
K01662,IX88_00300,0,,abaa,
K00099,IX88_12075,0,,abaa,
K00991,ABBFA_001560,0,,abb,ispD
K00919,BJAB0715_00823,0,,abab,
K01770,IX88_12130,0,,abaa,ispF
K03526,IX88_04810,0,,abaa,
K03527,IX88_00620,0,,abaa,ispH
K00626,BJAB0868_01504,0,,abaj,
K00869,CBUD_0620,0,,cbd,
K00869,CbuK_1441,0,,cbc,mvk
K01597,COXBURSA331_A0720,0,,cbs,mvaD_idi
K01597,CBUD_0619,0,,cbd,mvaD_idi
K00795,IX88_16975,0,,abaa,
K00795,CBUD_1339,0,,cbd,
K02523,IX88_16830,0,,abaa,
K02523,CBUD_1687,0,,cbd,
K00806,BJAB0715_02243,0,,abab,
K00806,CbuK_1453,0,,cbc,uppS
K00128,P795_10570,0,,abaz,
K00791,CBU_1082,0,,cbu,miaA
K00791,IX88_13110,0,,abaa,
K00128,P795_10570,0,,abaz,
K01692,P795_10680,0,,abaz,
K01825,BJAB0715_00348,0,,abab,
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
K13774,IX88_17985,0,,abaa,
K13776,ABZJ_00437,0,,abz,
K11731,BJAB0715_03358,0,,abab,
K13777,P795_2380,0,,abaz,
K13778,IX87_11735,0,,abau,
K13779,BJAB0715_03357,0,,abab,
K01640,BJAB0868_01519,0,,abaj,
K00632,IX88_03825,0,,abaa,fadA
K01692,P795_10680,0,,abaz,
K01825,BJAB0715_00348,0,,abab,
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
K00615,CBU_1784,0,,cbu,tkt
K00615,CbuG_0163,0,,cbg,tkt
K00615,BDGL_000248,0,,acc,tktA
K01962,IX88_05245,0,,abaa,
K01962,COXBURSA331_A1693,0,,cbs,accA
K02160,COXBURSA331_A1917,0,,cbs,accB
K02160,IX88_12280,0,,abaa,
K01961,CBUD_0276,0,,cbd,accC
K01961,IX88_12285,0,,abaa,
K01963,IX88_17520,0,,abaa,
K01963,CbuK_0758,0,,cbc,accD
K11263,ABLAC_21050,0,,abal,
K00973,P795_16930,0,,abaz,
K00973,ACIAD0079,0,,aci,rmlA
K01710,P795_16940,0,,abaz,
K01710,ACIAD0076,0,,aci,rmlB
K01790,P795_16925,0,,abaz,
K01790,ACIAD0080,0,,aci,rmlC
K00067,P795_16935,0,,abaz,
K00067,ACIAD0078,0,,aci,rmlD
K01779,ABBFA_001264,0,,abb,
K02361,A1S_2372,0,,acb,
K01252,IX87_08650,0,,abau,
K00216,IX88_10735,0,,abaa,
K02363,BJAB0868_02618,0,,abaj,
K02363,IX88_15200,0,,abaa,entE
K01710,P795_16940,0,,abaz,
K01710,ACIAD0076,0,,aci,rmlB
K03782,BJAB0715_00446,0,,abab,
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K00832,BJAB0868_00117,0,,abaj,
K00276,ABAYE1710,0,,aby,tynA
K00276,ABAYE1710,0,,aby,tynA
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K00817,P795_14270,0,,abaz,
K00832,BJAB0868_00117,0,,abaj,
K15777,IX87_00355,0,,abau,
K01434,BJAB0868_02102,0,,abaj,
K00931,ABD1_24850,0,,abad,proB
K00147,ABD1_04610,0,,abad,proA
K00956,IX87_00510,0,,abau,cysN
K00957,IX88_07020,0,,abaa,
K00928,IX88_07950,0,,abaa,
K00928,CbuK_0787,0,,cbc,lysC
K00133,IX88_04430,0,,abaa,
K00133,CbuK_0742,0,,cbc,asd
K01714,ABD1_01990,0,,abad,dapA
K01714,IX87_00995,0,,abau,
K01714,IX88_01900,0,,abaa,
K01714,CbuK_1082,0,,cbc,dapA
K00215,IX88_02010,0,,abaa,
K00215,CbuK_0303,0,,cbc,dapB
K01835,TREMEDRAFT_45127,0,,tms,
K15778,ABBFA_002727,0,,abb,
K15778,CbuK_0491,0,,cbc,algC
K01092,IX88_00295,0,,abaa,
K01092,CbuK_1000,0,,cbc,suhB
K00973,P795_16930,0,,abaz,
K00973,ACIAD0079,0,,aci,rmlA
K01710,P795_16940,0,,abaz,
K01710,ACIAD0076,0,,aci,rmlB
K01790,P795_16925,0,,abaz,
K01790,ACIAD0080,0,,aci,rmlC
K00067,P795_16935,0,,abaz,
K00067,ACIAD0078,0,,aci,rmlD
K00973,P795_16930,0,,abaz,
K00973,ACIAD0079,0,,aci,rmlA
K01710,P795_16940,0,,abaz,
K01710,ACIAD0076,0,,aci,rmlB
K00220,ABBFA_001168,0,,abb,aroA
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K00817,P795_14270,0,,abaz,
K00832,BJAB0868_00117,0,,abaj,
K05549,ABZJ_01351,0,,abz,
K05550,BJAB0868_01309,0,,abaj,
K05784,BDGL_000464,0,,acc,benC
K05783,IX88_08130,0,,abaa,
K03381,ABD1_18690,0,,abad,catA
K01856,IX87_20690,0,,abau,
K03464,IX88_11405,0,,abaa,
K01055,ABBFA_001565,0,,abb,pcaD
K01055,ABZJ_02143,0,,abz,
K01031,IX88_08750,0,,abaa,
K01032,IX88_08755,0,,abaa,
K00632,IX88_03825,0,,abaa,fadA
K00448,IX88_11595,0,,abaa,
K00449,IX88_11600,0,,abaa,
K01857,ABBFA_001564,0,,abb,pcaB
K01607,BJAB0868_01484,0,,abaj,
K01607,IX88_11605,0,,abaa,
K00481,IX88_08640,0,,abaa,
K00481,ABLAC_21800,0,,abal,
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
