Query_id,Subject_id,Identity,Align_length,Mismatch,Gap,Query_start,Query_end,Subject_start,Subject_end,E-value,Score
Sample1.2745,abz:ABZJ_03548,100,98,0,0,1,98,4,101,1.30E-47,194.1
Sample1.2746,abaj:BJAB0868_03411,100,141,0,0,1,141,1,141,7.80E-73,278.5
Sample1.2747,abau:IX87_12605,100,160,0,0,1,160,1,160,4.50E-85,319.3
Sample1.2748,abau:IX87_12610,99.9,840,1,0,1,840,445,1284,0.00E+00,1706
Sample1.2749,aby:ABAYE0318,99.8,447,1,0,1,447,1,447,1.40E-261,907.1
Sample1.2750,cbc:CbuK_2043,70.2,161,48,0,1,161,1,161,1.10E-62,245
Sample1.2751,abaa:IX88_00600,100,272,0,0,1,272,1,272,9.20E-147,525
Sample1.2752,abaa:IX88_00605,98.8,333,4,0,1,333,1,333,1.70E-182,644
Sample1.2753,abaa:IX88_00610,100,184,0,0,1,184,1,184,3.70E-99,366.3
Sample1.2754,abaa:IX88_00615,100,157,0,0,1,157,1,157,1.10E-78,298.1
Sample1.2755,abaa:IX88_00620,100,316,0,0,1,316,1,316,3.10E-178,629.8
Sample1.2756,abaa:IX88_00625,100,209,0,0,1,209,1,209,7.20E-115,418.7
Sample1.2757,abaa:IX88_00630,100,92,0,0,1,92,1,92,2.90E-44,183
Sample1.2758,abaa:IX88_00635,100,263,0,0,1,263,1,263,1.50E-146,524.2
Sample1.2759,abaa:IX88_00635,100,436,0,0,1,436,266,701,1.10E-253,880.9
Sample1.2760,abd:ABTW07_3588,100,138,0,0,1,138,1,138,3.50E-70,269.6
Sample1.2761,cbd:CBUD_2085,67.8,273,86,1,2,272,19,291,2.10E-106,391
Sample1.2762,abaa:IX88_00650,100,154,0,0,1,154,1,154,3.10E-83,313.2
Sample1.2763,abad:ABD1_30640,98.3,542,9,0,1,542,1,542,0.00E+00,1077.8
Sample1.2764,son:SO_0417,51.4,142,58,5,1,140,6,138,1.10E-24,118.6
Sample1.2765,acb:A1S_3178,100,186,0,0,1,186,1,186,4.70E-102,375.9
Sample1.2766,abaj:BJAB0868_03429,100,360,0,0,1,360,1,360,6.20E-199,698.7
Sample1.2767,abaa:IX88_00680,100,196,0,0,1,196,1,196,1.60E-103,380.9
Sample1.2768,abaz:P795_1480,99,295,3,0,1,295,1,295,4.20E-169,599.4
Sample1.2769,abaa:IX88_00690,100,473,0,0,1,473,1,473,6.30E-284,981.5
Sample1.2770,abaa:IX88_00695,100,746,0,0,1,746,748,1493,0.00E+00,1496.1
Sample1.2771,cbs:COXBURSA331_A0098,73.5,310,82,0,1,310,1,310,4.50E-129,466.5
Sample1.2772,abaa:IX88_00695,100,744,0,0,1,744,3,746,0.00E+00,1487.2
Sample1.2773,abaa:IX88_12360,90.5,274,26,0,1,274,958,1231,1.10E-136,491.5
Sample1.2774,abaa:IX88_12360,97.3,602,16,0,1,602,356,957,0.00E+00,1173.3
Sample1.2775,cbc:CbuK_1999,68.8,272,84,1,1,272,15,285,9.40E-107,392.1
Sample1.2776,abau:IX87_04770,97,399,12,0,1,399,1,399,4.70E-224,782.3
Sample1.2777,abaa:IX88_07955,100,878,0,0,1,878,1,878,0.00E+00,1740.7
Sample1.2778,abaj:BJAB0868_01271,100,341,0,0,1,341,1,341,1.80E-192,677.2
Sample1.2779,abaj:BJAB0868_01272,100,388,0,0,1,388,1,388,6.80E-220,768.5
Sample1.2780,abaa:IX88_07970,100,439,0,0,1,439,1,439,1.80E-253,880.2
Sample1.2781,abab:BJAB0715_01340,100,105,0,0,1,105,1,105,2.30E-53,213.4
Sample1.2782,abaa:IX88_07980,100,261,0,0,1,261,1,261,1.00E-142,511.5
Sample1.2783,abaz:P795_11575,99.7,349,1,0,1,349,1,349,2.30E-203,713.4
Sample1.2784,abaa:IX88_07990,100,235,0,0,1,235,1,235,8.30E-128,461.8
Sample1.2785,abaa:IX88_07995,100,140,0,0,1,140,1,140,4.50E-73,279.3
Sample1.2786,abab:BJAB0715_01345,96.8,95,3,0,1,95,47,141,8.40E-47,191.4
Sample1.2787,abaa:IX88_08005,100,119,0,0,1,119,150,268,1.10E-64,251.1
Sample1.2788,abaa:IX88_08005,99.3,147,1,0,1,147,1,147,2.40E-77,293.5
Sample1.2789,abaa:IX88_08010,100,859,0,0,1,859,1,859,0.00E+00,1653.3
Sample1.2790,abad:ABD1_11980,100,162,0,0,1,162,1,162,4.10E-86,322.8
Sample1.2791,abx:ABK1_1622,100,141,0,0,1,141,1,141,1.20E-73,281.2
Sample1.2792,abb:ABBFA_002388,99.6,741,3,0,1,741,1,741,0.00E+00,1491.1
Sample1.2793,abal:ABLAC_20060,100,114,0,0,1,114,1,114,2.40E-56,223.4
Sample1.2794,abaa:IX88_08035,99.7,338,1,0,1,338,1,338,6.60E-187,658.7
Sample1.2795,abd:ABTW07_1358,99.5,414,2,0,1,414,1,414,1.50E-236,823.9
Sample1.2796,abad:ABD1_12040,100,471,0,0,1,471,1,471,1.30E-260,904
Sample1.2797,abaj:BJAB0868_01291,98.5,259,4,0,1,259,1,259,1.00E-139,501.5
Sample1.2798,abau:IX87_04665,100,208,0,0,1,208,1,208,4.30E-120,436
Sample1.2799,acb:A1S_1072,86.5,148,20,0,40,187,1,148,3.10E-72,276.9
Sample1.2800,abn:AB57_3082,99,105,1,0,1,105,1,105,9.20E-51,204.9
Sample1.2801,abaj:BJAB0868_02886,100,252,0,0,1,252,1,252,3.70E-150,536.2
Sample1.2802,abaa:IX88_16495,100,312,0,0,1,312,1,312,1.90E-175,620.5
Sample1.2803,abaa:IX88_16500,100,610,0,0,1,610,1,610,0.00E+00,1274.2
Sample1.2804,abaa:IX88_16505,99.2,505,4,0,1,505,1,505,7.90E-293,1011.1
Sample1.2805,abaa:IX88_16510,100,244,0,0,1,244,259,502,1.70E-136,490.7
Sample1.2806,abz:ABZJ_03101,100,267,0,0,1,267,1,267,3.80E-153,546.2
Sample1.2807,abm:ABSDF0806,100,443,0,0,1,443,1,443,1.70E-254,883.6
Sample1.2808,abaa:IX88_16520,100,128,0,0,1,128,13,140,1.30E-66,257.7
Sample1.2809,abaz:P795_3760,98.6,222,3,0,1,222,1,222,1.50E-126,457.6
Sample1.2810,abz:ABZJ_03105,99.6,282,1,0,1,282,31,312,8.10E-154,548.5
Sample1.2811,abm:ABSDF0801,98.5,343,5,0,1,343,245,587,4.10E-192,676
Sample1.2812,abab:BJAB0715_03052,98.8,168,2,0,2,169,1,168,1.40E-92,344.4
Sample1.2813,abau:IX87_09945,96.7,121,4,0,1,121,1,121,9.10E-62,241.5
Sample1.2814,abaa:IX88_16565,100,104,0,0,1,104,1,104,2.50E-52,209.9
Sample1.2815,abad:ABD1_26310,99.6,282,1,0,1,282,1,282,4.30E-155,552.7
Sample1.2816,abaa:IX88_16575,99.8,631,1,0,1,631,1,631,0.00E+00,1247.3
Sample1.2817,abaa:IX88_16580,100,216,0,0,1,216,1,216,2.30E-116,423.7
Sample1.2818,abaa:IX88_16585,100,107,0,0,1,107,1,107,3.70E-51,206.1
Sample1.2819,abad:ABD1_26350,99.4,178,1,0,1,178,1,178,3.10E-103,379.8
Sample1.2820,abaj:BJAB0868_02903,99,195,2,0,1,195,1,195,2.00E-98,364
Sample1.2821,abab:BJAB0715_03062,99.5,379,2,0,1,379,1,379,1.80E-220,770.4
Sample1.2822,abaa:IX88_16605,100,1076,0,0,1,1076,1,1076,0.00E+00,2128.6
Sample1.2823,abal:ABLAC_08110,100,158,0,0,1,158,1,158,1.40E-83,314.3
Sample1.2824,abab:BJAB0715_03065,100,195,0,0,15,209,1,195,3.60E-106,389.8
Sample1.2825,abal:ABLAC_08090,100,130,0,0,1,130,1,130,5.70E-70,268.9
Sample1.2826,abal:ABLAC_08080,99.5,210,1,0,1,210,1,210,2.60E-120,436.8
Sample1.2827,abad:ABD1_26410,99.3,145,1,0,1,145,1,145,5.70E-71,272.3
Sample1.2828,abau:IX87_10010,100,109,0,0,1,109,5,113,6.70E-56,221.9
Sample1.2829,aby:ABAYE0795,100,172,0,0,1,172,1,172,3.20E-95,353.2
Sample1.2830,tor:R615_03860,48.2,114,46,1,3,103,61,174,7.40E-20,102.1
Sample1.2831,tor:R615_03865,58.6,423,164,4,4,425,9,421,1.80E-141,508.1
Sample1.2832,cko:CKO_01531,61.7,60,23,0,1,60,346,405,5.70E-10,68.6
Sample1.2833,abaz:P795_7145,68.7,566,170,3,1,560,1,565,8.10E-214,748.8
Sample1.2834,acd:AOLE_08070,65.8,310,105,1,1,310,1,309,2.20E-112,411
Sample1.2835,aci:ACIAD1990,74.5,679,169,1,6,684,276,950,8.80E-287,991.5
Sample1.2836,abaz:P795_9285,88.4,189,11,1,2,179,115,303,1.60E-86,324.3
Sample1.2837,abaa:IX88_09895,100,232,0,0,1,232,1,232,6.50E-125,452.2
Sample1.2838,abaa:IX88_09890,100,121,0,0,1,121,1,121,7.20E-59,231.9
Sample1.2839,abaa:IX88_09885,100,100,0,0,1,100,1,100,5.60E-49,198.7
Sample1.2840,abaa:IX88_09880,100,557,0,0,1,557,1,557,0.00E+00,1078.2
Sample1.2841,abad:ABD1_15800,100,228,0,0,1,228,1,228,1.10E-121,441.4
Sample1.2842,abaa:IX88_09870,99.3,147,1,0,1,147,1,147,8.70E-75,285
Sample1.2843,aby:ABAYE2064,100,167,0,0,1,167,1,167,2.60E-91,340.1
Sample1.2844,abc:ACICU_01615,100,374,0,0,1,374,1,374,2.50E-219,766.5
Sample1.2845,abd:ABTW07_1831,100,240,0,0,1,240,1,240,7.60E-137,491.9
Sample1.2846,abab:BJAB0715_01797,100,198,0,0,1,198,1,198,1.20E-111,407.9
Sample1.2847,abaj:BJAB0868_01735,99.1,319,3,0,1,319,1,319,1.30E-176,624.4
Sample1.2848,aby:ABAYE2069,99.1,233,2,0,1,233,1,233,5.90E-126,455.7
Sample1.2849,abab:BJAB0715_01794,100,126,0,0,1,126,1,126,3.80E-63,246.1
Sample1.2850,abaa:IX88_09830,98.9,184,2,0,1,184,1,184,3.10E-98,363.2
Sample1.2851,abaa:IX88_09825,100,202,0,0,1,202,1,202,4.30E-109,399.4
Sample1.2852,abaa:IX88_09820,99.6,243,1,0,1,243,15,257,3.80E-136,489.6
Sample1.2853,abaa:IX88_18040,99.1,218,2,0,1,218,138,355,1.20E-128,464.5
Sample1.2854,abaa:IX88_18040,100,135,0,0,1,135,1,135,6.30E-72,275.4
Sample1.2855,abaa:IX88_18045,100,277,0,0,1,277,1,277,1.50E-152,544.3
Sample1.2856,abaa:IX88_18050,100,285,0,0,1,285,1,285,7.60E-168,595.1
Sample1.2857,abaj:BJAB0868_03264,99,201,2,0,1,201,1,201,5.60E-117,425.6
Sample1.2858,cbg:CbuG_1128,83.1,350,59,0,1,350,1,350,2.20E-161,573.9
Sample1.2859,abaa:IX88_18060,99.4,175,1,0,1,175,1,175,1.30E-93,347.8
Sample1.2860,abz:ABZJ_03403,100,100,0,0,18,117,1,100,1.20E-50,204.5
Sample1.2861,abaa:IX88_18070,100,328,0,0,1,328,1,328,3.90E-184,649.4
Sample1.2862,abaa:IX88_18075,100,220,0,0,1,220,1,220,7.50E-123,445.3
Sample1.2863,abal:ABLAC_04860,100,661,0,0,1,661,1,661,0.00E+00,1338.6
Sample1.2864,abaa:IX88_18085,100,483,0,0,1,483,1,483,3.00E-281,972.6
Sample1.2865,abaa:IX88_18090,99.7,362,1,0,1,362,1,362,5.10E-201,705.7
Sample1.2866,abaa:IX88_18095,99.4,158,1,0,1,158,1,158,6.50E-84,315.5
Sample1.2867,abaa:IX88_18100,100,294,0,0,1,294,1,294,4.20E-161,572.8
Sample1.2868,abaj:BJAB0868_03274,100,223,0,0,1,223,1,223,6.40E-122,442.2
Sample1.2869,cbc:CbuK_0742,80.3,340,67,0,1,340,1,340,9.60E-157,558.5
Sample1.2870,abaj:BJAB0868_03275,100,237,0,0,1,237,1,237,2.40E-130,470.3
Sample1.2871,abm:ABSDF0471,99.5,214,1,0,1,214,1,214,2.60E-112,410.2
Sample1.2872,abau:IX87_11875,100,197,0,0,1,197,1,197,1.00E-110,404.8
Sample1.2873,abb:ABBFA_001977,99.6,283,1,0,1,283,1,283,6.40E-159,565.5
Sample1.2874,abm:ABSDF2138,99.7,309,1,0,1,309,15,323,9.70E-169,598.2
Sample1.2875,abaa:IX88_09505,100,154,0,0,1,154,1,154,9.10E-83,311.6
Sample1.2876,abz:ABZJ_01705,99.4,486,3,0,9,494,1,486,8.00E-274,948
Sample1.2877,abaa:IX88_09495,99.3,145,1,0,1,145,1,145,1.60E-76,290.8
Sample1.2878,abad:ABD1_15010,99.3,299,2,0,1,299,1,299,1.20E-160,571.2
Sample1.2879,cbd:CBUD_0948,83.3,599,100,0,1,599,1,599,1.10E-288,997.7
Sample1.2880,abaj:BJAB0868_01658,100,62,0,0,1,62,1,62,5.20E-29,131.7
Sample1.2881,abaz:P795_9710,97.8,410,9,0,1,410,1,410,1.60E-230,803.9
Sample1.2882,abaj:BJAB0868_01656,99.3,287,2,0,1,287,1,287,3.20E-166,589.7
Sample1.2883,abb:ABBFA_001644,96.6,205,7,0,13,217,15,219,3.80E-106,389.8
Sample1.2884,abab:BJAB0715_02072,98.3,345,5,1,1,344,1,345,1.40E-195,687.6
Sample1.2885,abaa:IX88_12710,99.5,190,1,0,1,190,1,190,2.80E-102,376.7
Sample1.2886,abaa:IX88_12705,100,287,0,0,1,287,1,287,2.10E-165,587
Sample1.2887,abau:IX87_21915,100,363,0,0,1,363,1,363,7.80E-210,734.9
Sample1.2888,cbc:CbuK_0751,66.8,391,129,1,1,390,1,391,1.40E-143,515
Sample1.2889,abaa:IX88_15695,100,187,0,0,1,187,1,187,2.80E-102,376.7
Sample1.2890,abaa:IX88_15695,100,218,0,0,1,218,189,406,5.90E-120,435.6
Sample1.2891,abad:ABD1_24850,100,377,0,0,1,377,1,377,1.50E-211,740.7
Sample1.2892,abaj:BJAB0868_02743,100,218,0,0,1,218,1,218,9.10E-121,438.3
Sample1.2893,abaa:IX88_15680,100,424,0,0,1,424,1,424,1.30E-243,847.4
Sample1.2894,cbc:CbuK_0757,75.1,261,65,0,1,261,1,261,5.10E-118,429.5
Sample1.2895,abaa:IX88_15675,100,341,0,0,1,341,1,341,5.30E-192,675.6
Sample1.2896,abb:ABBFA_000953,99.4,348,2,0,1,348,1,348,1.90E-197,693.7
Sample1.2897,abaa:IX88_15665,100,233,0,0,1,233,1,233,2.50E-124,450.3
Sample1.2898,abaa:IX88_15640,100,51,0,0,1,51,212,262,8.80E-23,111.3
Sample1.2899,zga:zobellia_2655,44.7,436,230,6,20,454,244,669,1.80E-94,352.1
Sample1.2900,zga:zobellia_2654,40.4,94,53,1,1,91,4,97,4.10E-14,82.8
Sample1.2901,abau:IX87_05615,91.3,126,11,0,1,126,1,126,2.10E-61,240.4
Sample1.2902,mmt:Metme_1706,40.1,157,92,1,1,155,3,159,3.30E-27,127.1
Sample1.2903,cbc:CbuK_0758,80.6,289,56,0,1,289,1,289,1.70E-130,471.1
Sample1.2904,abau:IX87_00340,89,100,11,0,1,100,1,100,4.80E-43,179.1
Sample1.2905,alt:ambt_07415,53.1,420,196,1,33,452,1,419,8.80E-126,456.1
Sample1.2906,abab:BJAB0715_02147,100,154,0,0,1,154,1,154,4.50E-82,309.3
Sample1.2907,abaa:IX88_11630,99.5,217,1,0,1,217,1,217,2.00E-120,437.2
Sample1.2908,cbg:CbuG_1108,65.6,419,139,3,1,419,1,414,3.20E-154,550.4
Sample1.2909,abaj:BJAB0868_02098,100,223,0,0,1,223,1,223,1.40E-121,441
Sample1.2910,abb:ABBFA_001560,100,238,0,0,1,238,1,238,5.30E-130,469.2
Sample1.2911,abaa:IX88_11645,100,120,0,0,1,120,10,129,4.00E-62,242.7
Sample1.2912,abab:BJAB0715_02152,100,225,0,0,1,225,1,225,9.70E-126,454.9
Sample1.2913,abaa:IX88_11655,100,429,0,0,1,429,1,429,2.50E-239,833.2
Sample1.2914,abaa:IX88_11660,100,285,0,0,1,285,1,285,9.00E-161,571.6
Sample1.2915,abab:BJAB0715_02155,100,545,0,0,1,545,1,545,0.00E+00,1083.2
Sample1.2916,aby:ABAYE1666,100,167,0,0,1,167,1,167,3.90E-87,326.2
Sample1.2917,aby:ABAYE1665,99.3,293,2,0,1,293,1,293,1.70E-167,594
Sample1.2918,abab:BJAB0715_02160,100,364,0,0,1,364,1,364,1.30E-215,754.2
Sample1.2919,abm:ABSDF2038,98.7,238,3,0,1,238,14,251,2.80E-131,473.4
Sample1.2920,abau:IX87_20975,98.5,135,2,0,1,135,1,135,1.30E-69,267.7
Sample1.2921,abaa:IX88_11695,99.7,674,2,0,1,674,1,674,0.00E+00,1338.6
Sample1.2922,abaa:IX88_11700,100,186,0,0,1,186,1,186,2.10E-102,377.1
Sample1.2923,abab:BJAB0715_02165,99.3,305,2,0,1,305,1,305,7.10E-180,635.2
Sample1.2924,abab:BJAB0715_02166,99.7,351,1,0,1,351,1,351,3.00E-198,696.4
Sample1.2925,abab:BJAB0715_02167,100,120,0,0,1,120,1,120,5.30E-62,242.3
Sample1.2926,abad:ABD1_19300,100,758,0,0,1,758,1,758,0.00E+00,1477.6
Sample1.2927,abaa:IX88_11725,100,100,0,0,1,100,1,100,7.00E-52,208.4
Sample1.2928,aby:ABAYE1654,99.6,252,1,0,1,252,12,263,2.10E-137,493.8
Sample1.2929,abd:ABTW07_2235,99.4,351,2,0,1,351,1,351,1.90E-197,693.7
Sample1.2930,abal:ABLAC_27860,98.8,506,6,0,1,506,1,506,6.50E-287,991.5
Sample1.2931,abaa:IX88_11745,99.6,226,1,0,1,226,1,226,3.20E-129,466.5
Sample1.2932,abab:BJAB0715_02175,100,223,0,0,1,223,1,223,2.30E-119,433.7
Sample1.2933,abaa:IX88_11755,100,513,0,0,1,513,1,513,2.30E-292,1009.6
Sample1.2934,abaz:P795_7310,100,254,0,0,1,254,1,254,8.60E-139,498.4
Sample1.2935,abb:ABBFA_001534,99.6,445,2,0,1,445,1,445,1.40E-245,854
Sample1.2936,abz:ABZJ_02212,99.2,385,3,0,1,385,1,385,6.30E-226,788.5
Sample1.2937,abd:ABTW07_2243,99.7,984,3,0,1,984,1,984,0.00E+00,1968
Sample1.2938,abad:ABD1_19430,100,246,0,0,1,246,459,704,3.40E-140,503.1
Sample1.2939,cbd:CBUD_0960,59.3,177,68,1,1,173,6,182,1.10E-55,221.9
Sample1.2940,coc:Coch_1910,41.2,177,87,3,38,199,45,219,4.30E-32,143.7
Sample1.2941,cbd:CBUD_0961,80.1,508,99,1,1,508,1,506,3.10E-236,823.2
Sample1.2942,sku:Sulku_1709,54.1,109,46,2,1,109,496,600,1.70E-27,127.5
Sample1.2943,cbd:CBUD_0971,79.7,79,16,0,1,79,1,79,2.40E-31,139.8
Sample1.2944,acb:A1S_2223,100,278,0,0,1,278,1,278,1.40E-163,580.9
Sample1.2945,cbs:COXBURSA331_A1040,63.4,82,29,1,13,93,106,187,1.80E-20,104
Sample1.2946,abad:ABD1_22210,99.3,303,2,0,1,303,80,382,1.40E-175,620.9
Sample1.2947,abaa:IX88_13735,100,411,0,0,1,411,1,411,2.20E-229,800
Sample1.2948,abab:BJAB0715_02620,99.7,300,1,0,1,300,1,300,5.70E-166,589
Sample1.2949,abad:ABD1_22180,99.1,232,2,0,1,232,1,232,8.50E-125,451.8
Sample1.2950,abh:M3Q_2689,100,66,0,0,1,66,1,66,7.70E-31,137.9
Sample1.2951,abaa:IX88_13715,100,212,0,0,1,212,1,212,4.00E-113,412.9
Sample1.2952,abaa:IX88_16155,100,887,0,0,1,887,18,904,0.00E+00,1725.3
Sample1.2953,abaj:BJAB0868_02839,98.9,548,6,0,1,548,1,548,0.00E+00,1097.4
Sample1.2954,abaj:BJAB0868_02838,99.2,126,1,0,1,126,1,126,9.10E-65,251.5
Sample1.2955,abab:BJAB0715_02996,99.4,326,2,0,1,326,1,326,4.30E-183,646
Sample1.2956,cbc:CbuK_0484,75.3,154,37,1,5,158,6,158,5.10E-60,236.1
Sample1.2957,cbc:CbuK_0771,70.7,58,16,1,2,59,125,181,1.50E-14,83.6
Sample1.2958,abb:ABBFA_000858,99.6,264,1,0,1,264,1,264,6.40E-153,545.4
Sample1.2959,abaa:IX88_16130,100,363,0,0,1,363,1,363,1.70E-204,717.2
Sample1.2960,aby:ABAYE0873,99.5,376,2,0,1,376,1,376,7.60E-216,755
Sample1.2961,abaa:IX88_16120,99.7,373,1,0,1,373,1,373,6.60E-204,715.3
Sample1.2962,abaj:BJAB0868_02832,99.8,495,1,0,1,495,1,495,3.30E-275,952.6
Sample1.2963,aby:ABAYE0877,100,373,0,0,1,373,1,373,1.30E-212,744.2
Sample1.2964,abab:BJAB0715_02987,100,313,0,0,1,313,1,313,2.70E-182,643.3
Sample1.2965,abz:ABZJ_03041,99.4,161,1,0,1,161,1,161,5.60E-83,312.4
Sample1.2966,abaa:IX88_16095,100,302,0,0,1,302,1,302,8.10E-168,595.1
Sample1.2967,abaz:P795_4070,100,426,0,0,1,426,1,426,1.30E-235,820.8
Sample1.2968,abaa:IX88_16085,99.6,228,1,0,1,228,1,228,1.60E-123,447.6
Sample1.2969,abau:IX87_09560,97.7,484,11,0,1,484,1,484,5.60E-272,941.8
Sample1.2970,abau:IX87_09560,98.5,325,5,0,1,325,486,810,2.10E-185,653.7
Sample1.2971,abh:M3Q_3085,100,327,0,0,1,327,1,327,7.10E-186,655.2
Sample1.2972,abc:ACICU_02852,100,365,0,0,1,365,1,365,1.80E-206,723.8
Sample1.2973,abaa:IX88_16065,100,269,0,0,1,269,1,269,1.10E-155,554.7
Sample1.2974,abab:BJAB0715_02978,99.5,209,1,0,1,209,1,209,8.50E-116,421.8
Sample1.2975,abaa:IX88_16055,99.7,356,1,0,1,356,1,356,7.00E-203,711.8
Sample1.2976,abaa:IX88_16050,100,397,0,0,1,397,1,397,4.10E-220,769.2
Sample1.2977,abaa:IX88_16045,100,232,0,0,1,232,1,232,1.20E-126,458
Sample1.2978,yli:YALI0E14388g,48.7,277,141,1,211,486,529,805,7.60E-67,260.4
Sample1.2979,abm:ABSDF0897,99.3,411,3,0,1,411,1,411,3.10E-231,806.2
Sample1.2980,abb:ABBFA_000878,97.7,218,5,0,17,234,400,617,1.10E-116,424.9
Sample1.2981,abb:ABBFA_000879,91.5,188,16,0,1,188,1,188,2.60E-92,343.6
Sample1.2982,abb:ABBFA_000879,97.2,598,17,0,1,598,216,813,0.00E+00,1179.1
Sample1.2983,abad:ABD1_25530,100,129,0,0,1,129,1,129,2.00E-67,260.4
Sample1.2984,abaa:IX88_16025,100,106,0,0,1,106,1,106,1.20E-54,217.6
Sample1.2985,aby:ABAYE0897,100,211,0,0,1,211,1,211,1.10E-115,421.4
Sample1.2986,abaa:IX88_16015,100,258,0,0,1,258,1,258,1.20E-143,514.6
Sample1.2987,abd:ABTW07_3011,99.7,341,1,0,1,341,1,341,1.30E-193,681
Sample1.2988,abd:ABTW07_3009,100,191,0,0,1,191,1,191,1.70E-102,377.5
Sample1.2989,abaa:IX88_15995,100,426,0,0,1,426,1,426,1.30E-243,847.4
Sample1.2990,abaz:P795_4170,99.8,467,1,0,1,467,1,467,5.30E-251,872.1
Sample1.2991,abaa:IX88_15985,100,150,0,0,1,150,1,150,4.30E-77,292.7
Sample1.2992,abaa:IX88_15980,100,231,0,0,1,231,1,231,7.90E-123,445.3
Sample1.2993,abm:ABSDF0912,100,163,0,0,1,163,1,163,1.50E-88,330.9
Sample1.2994,abb:ABBFA_000891,99.4,158,1,0,1,158,287,444,1.10E-83,314.7
Sample1.2995,abaz:P795_4190,99.3,281,2,0,1,281,1,281,6.10E-157,558.9
Sample1.2996,abaa:IX88_15965,99.7,334,1,0,1,334,1,334,4.70E-185,652.5
Sample1.2997,abaa:IX88_15960,100,199,0,0,1,199,1,199,1.90E-104,384
Sample1.2998,abaa:IX88_15955,100,446,0,0,1,446,1,446,2.30E-259,899.8
Sample1.2999,abaa:IX88_15950,99.9,1277,1,0,1,1277,1,1277,0.00E+00,2540.8
Sample1.3000,abaa:IX88_15945,100,401,0,0,1,401,1,401,3.90E-226,789.3
Sample1.3001,abab:BJAB0715_02953,100,105,0,0,1,105,1,105,7.90E-54,214.9
Sample1.3002,abaa:IX88_15930,99.6,266,1,0,1,266,1,266,1.10E-144,518.1
Sample1.3003,abaa:IX88_15925,100,210,0,0,1,210,1,210,7.20E-115,418.7
Sample1.3004,abm:ABSDF0925,99.5,189,1,0,1,189,1,189,7.90E-105,385.2
Sample1.3005,abaa:IX88_15915,100,153,0,0,1,153,1,153,1.50E-82,310.8
Sample1.3006,abab:BJAB0715_02948,99.1,228,2,0,1,228,1,228,1.80E-127,460.7
Sample1.3007,abaa:IX88_15905,100,138,0,0,1,138,1,138,3.00E-69,266.5
Sample1.3008,abd:ABTW07_2990,100,227,0,0,1,227,1,227,3.40E-126,456.4
Sample1.3009,abaa:IX88_15895,100,236,0,0,1,236,1,236,2.30E-133,480.3
Sample1.3010,abaa:IX88_15890,99.6,273,1,0,1,273,1,273,9.60E-152,541.6
Sample1.3011,acc:BDGL_002006,100,249,0,0,1,249,1,249,2.70E-145,520
Sample1.3012,abab:BJAB0715_02942,100,307,0,0,1,307,1,307,6.10E-171,605.5
Sample1.3013,abaa:IX88_15875,100,353,0,0,1,353,1,353,6.70E-198,695.3
Sample1.3014,abaa:IX88_15870,100,294,0,0,1,294,1,294,1.30E-162,577.8
Sample1.3015,abaa:IX88_15865,100,271,0,0,1,271,7,277,3.20E-147,526.6
Sample1.3016,abaa:IX88_15860,98,202,4,0,1,202,1,202,3.80E-113,412.9
Sample1.3017,abaa:IX88_15855,100,335,0,0,1,335,1,335,5.20E-192,675.6
Sample1.3018,abaa:IX88_15470,100,233,0,0,1,233,1,233,6.50E-125,452.2
Sample1.3019,abaa:IX88_15465,100,457,0,0,1,457,1,457,1.00E-262,911
Sample1.3020,abad:ABD1_24400,100,510,0,0,1,510,1,510,6.50E-295,1018.1
Sample1.3021,abaa:IX88_15455,99.4,476,3,0,1,476,1,476,4.40E-269,932.2
Sample1.3022,abaa:IX88_15450,100,161,0,0,1,161,1,161,5.00E-84,315.8
Sample1.3023,abaa:IX88_15445,100,573,0,0,1,573,1,573,0.00E+00,1137.1
Sample1.3024,abaa:IX88_15440,100,459,0,0,1,459,1,459,2.00E-263,913.3
Sample1.3025,abad:ABD1_24350,100,343,0,0,1,343,1,343,9.10E-192,674.9
Sample1.3026,abab:BJAB0715_02834,99.8,459,1,0,1,459,1,459,1.20E-255,887.5
Sample1.3027,abaa:IX88_15425,100,465,0,0,1,465,1,465,6.60E-262,908.3
Sample1.3028,abaa:IX88_15420,99.7,300,1,0,1,300,1,300,1.50E-169,600.9
Sample1.3029,abaa:IX88_15415,100,320,0,0,1,320,1,320,1.30E-176,624.4
Sample1.3030,abaj:BJAB0868_02618,98.1,161,3,0,1,161,1,161,1.70E-84,317.4
Sample1.3031,abab:BJAB0715_02785,97.6,980,23,1,1,979,1,980,0.00E+00,1910.6
Sample1.3032,abaa:IX88_15210,99.8,436,1,0,1,436,1,436,7.10E-258,894.8
Sample1.3033,abaz:P795_5005,98.4,766,12,0,1,766,1,766,0.00E+00,1517.7
Sample1.3034,abaa:IX88_15220,99.1,233,2,0,1,233,90,322,6.30E-128,462.2
Sample1.3035,abc:ACICU_00556,100,195,0,0,1,195,1,195,4.80E-105,386
Sample1.3036,abb:ABBFA_003007,99.7,287,1,0,1,287,3,289,1.80E-164,583.9
Sample1.3037,abaa:IX88_04955,100,530,0,0,1,530,1,530,2.0e-311,1073.2
Sample1.3038,abab:BJAB0715_00598,100,280,0,0,1,280,1,280,5.40E-158,562.4
