ID,NodeType,weight,definition,evidence,is_obsolete,value_colors,label
GO:0017144,biological_process,1,"The chemical reactions and pathways involving a drug, a substance used in the diagnosis, treatment or prevention of a disease; as used here antibiotic substances (see antibiotic metabolism) are considered to be drugs, even if not used in medical or veterinary practice.",[""GOC:cab2""],false,#808080,drug metabolic process
GO:0017171,molecular_function,1,Catalysis of the hydrolysis of a substrate by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).,[""Wikipedia:Serine_hydrolase""],false,#808080,serine hydrolase activity
GO:0018106,biological_process,1,"The phosphorylation of peptidyl-histidine to form peptidyl-1'-phospho-L-histidine (otherwise known as tau-phosphohistidine, tele-phosphohistidine) or peptidyl-3'-phospho-L-histidine (otherwise known as pi-phosphohistidine, pros-phosphohistidine).","[""RESID:AA0035"",""RESID:AA0036""]",false,#808080,peptidyl-histidine phosphorylation
GO:0018130,biological_process,1,"The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings).",[""ISBN:0198547684""],false,#808080,heterocycle biosynthetic process
GO:0018193,biological_process,1,The alteration of an amino acid residue in a peptide.,[""GOC:mah""],false,#808080,peptidyl-amino acid modification
GO:0018202,biological_process,1,The modification of peptidyl-histidine.,[""GOC:ma""],false,#808080,peptidyl-histidine modification
GO:0019001,molecular_function,1,"Interacting selectively and non-covalently with guanyl nucleotides, any compound consisting of guanosine esterified with (ortho)phosphate.",[""ISBN:0198506732""],false,#808080,guanyl nucleotide binding
GO:0019219,biological_process,1,"Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids.",[""GOC:go_curators""],false,#808080,regulation of nucleobase-containing compound metabolic process
GO:0019222,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism.",[""GOC:go_curators""],false,#808080,regulation of metabolic process
GO:0019438,biological_process,1,"The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring.",[""GOC:ai""],false,#808080,aromatic compound biosynthetic process
GO:0019439,biological_process,1,"The chemical reactions and pathways resulting in the breakdown of aromatic compounds, any substance containing an aromatic carbon ring.",[""GOC:ai""],false,#9E0142,aromatic compound catabolic process
GO:0019538,biological_process,1,The chemical reactions and pathways involving a protein. Includes protein modification.,[""GOC:ma""],false,#808080,protein metabolic process
GO:0019637,biological_process,1,"The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound.",[""ISBN:0198506732""],false,#808080,organophosphate metabolic process
GO:0019646,biological_process,1,A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient.,"[""GOC:ai"",""GOC:mtg_electron_transport""]",false,#D53E4F,aerobic electron transport chain
GO:0019693,biological_process,1,"The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar.",[""GOC:ai""],false,#808080,ribose phosphate metabolic process
GO:0019740,biological_process,1,"A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary nitrogen source, usually ammonia, and then activates genes to scavenge the last traces of the primary nitrogen source and to transport and metabolize alternative nitrogen sources. The utilization process begins when the cell or organism detects nitrogen levels, includes the activation of genes whose products detect, transport or metabolize nitrogen-containing substances, and ends when nitrogen is incorporated into the cell or organism's metabolism.","[""GOC:mah"",""GOC:mlg""]",false,#808080,nitrogen utilization
GO:0019752,biological_process,1,"The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-).",[""ISBN:0198506732""],false,#B21749,carboxylic acid metabolic process
GO:0019829,molecular_function,1,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + cation(out) = ADP + phosphate + cation(in).,[""GOC:ai""],false,#808080,ATPase-coupled cation transmembrane transporter activity
GO:0019867,cellular_component,1,The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites.,[""GOC:go_curators""],false,#B21749,outer membrane
GO:0019899,molecular_function,1,Interacting selectively and non-covalently with any enzyme.,[""GOC:jl""],false,#808080,enzyme binding
GO:0020037,molecular_function,1,"Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.","[""CHEBI:30413"",""GOC:ai""]",false,#B21749,heme binding
GO:0022610,biological_process,1,"The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions.",[""GOC:isa_complete""],false,#808080,biological adhesion
GO:0022804,molecular_function,1,"Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction.","[""GOC:mtg_transport"",""ISBN:0815340729""]",false,#808080,active transmembrane transporter activity
GO:0022853,molecular_function,1,Enables the transfer of an ion from one side of a membrane to the other up the solute's concentration gradient. This is carried out by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction.,"[""GOC:mtg_transport"",""ISBN:0815340729""]",false,#808080,active ion transmembrane transporter activity
GO:0022857,molecular_function,1,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.","[""GOC:jid"",""GOC:mtg_transport"",""ISBN:0815340729""]",false,#9E0142,transmembrane transporter activity
GO:0022890,molecular_function,1,Enables the transfer of inorganic cations from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage.,"[""GOC:ai"",""GOC:mtg_transport"",""ISBN:0815340729""]",false,#808080,inorganic cation transmembrane transporter activity
GO:0022900,biological_process,1,A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.,[""GOC:mtg_electron_transport""],false,#D53E4F,electron transport chain
GO:0022904,biological_process,1,A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.,"[""GOC:mtg_electron_transport"",""ISBN:0716720094""]",false,#D53E4F,respiratory electron transport chain
GO:0023014,biological_process,1,A process in which the transfer of one or more phosphate groups to a substrate transmits a signal to the phosphorylated substrate.,"[""GOC:mtg_signal"",""GOC:signaling""]",false,#808080,signal transduction by protein phosphorylation
GO:0023052,biological_process,1,The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered.,"[""GOC:mtg_signal"",""GOC:mtg_signaling_feb11"",""GOC:signaling""]",false,#808080,signaling
GO:0030001,biological_process,1,"The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",[""GOC:ai""],false,#808080,metal ion transport
GO:0030030,biological_process,1,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon.","[""GOC:jl"",""GOC:mah"",""http:\/\/www.cogsci.princeton.edu\/~wn\/""]",false,#808080,cell projection organization
GO:0030234,molecular_function,1,Binds to and modulates the activity of an enzyme.,"[""GOC:dph"",""GOC:mah"",""GOC:tb""]",false,#C52C4E,enzyme regulator activity
GO:0030243,biological_process,1,"The chemical reactions and pathways involving cellulose, a linear beta1-4 glucan of molecular mass 50-400 kDa with the pyranose units in the -4C1 conformation.","[""GOC:mah"",""ISBN:0198506732""]",false,#808080,cellulose metabolic process
GO:0030245,biological_process,1,"The chemical reactions and pathways resulting in the breakdown of cellulose, a linear beta1-4 glucan of molecular mass 50-400 kDa with the pyranose units in the -4C1 conformation.","[""GOC:mah"",""ISBN:0198506732""]",false,#C52C4E,cellulose catabolic process
GO:0030288,cellular_component,1,"The region between the inner (cytoplasmic or plasma) membrane and outer membrane of organisms with two membranes such as Gram negative bacteria. These periplasmic spaces are relatively thick and contain a thin peptidoglycan layer (PGL), also referred to as a thin cell wall.","[""GOC:mlg"",""GOC:mtg_sensu""]",false,#9E0142,outer membrane-bounded periplasmic space
GO:0030312,cellular_component,1,A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space.,[""GOC:go_curators""],false,#808080,external encapsulating structure
GO:0030313,cellular_component,1,"An envelope that surrounds a bacterial cell and includes the cytoplasmic membrane and everything external, encompassing the periplasmic space, cell wall, and outer membrane if present.","[""GOC:ds"",""GOC:mlg"",""http:\/\/pathmicro.med.sc.edu\/fox\/cell_envelope.htm""]",false,#808080,cell envelope
GO:0030551,molecular_function,1,"Interacting selectively and non-covalently with a cyclic nucleotide, a nucleotide in which the phosphate group is in diester linkage to two positions on the sugar residue.",[""GOC:ai""],false,#808080,cyclic nucleotide binding
GO:0030554,molecular_function,1,"Interacting selectively and non-covalently with adenyl nucleotides, any compound consisting of adenosine esterified with (ortho)phosphate.",[""ISBN:0198506732""],false,#808080,adenyl nucleotide binding
GO:0030955,molecular_function,1,Interacting selectively and non-covalently with potassium (K+) ions.,[""GOC:mah""],false,#B21749,potassium ion binding
GO:0031224,cellular_component,1,"The component of a membrane consisting of the gene products having some covalently attached portion, for example part of a peptide sequence or some other covalently attached group such as a GPI anchor, which spans or is embedded in one or both leaflets of the membrane.",[""GOC:mah""],false,#808080,intrinsic component of membrane
GO:0031226,cellular_component,1,The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane.,"[""GOC:dos"",""GOC:mah""]",false,#B21749,intrinsic component of plasma membrane
GO:0031323,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.",[""GOC:mah""],false,#808080,regulation of cellular metabolic process
GO:0031324,biological_process,1,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.",[""GOC:mah""],false,#808080,negative regulation of cellular metabolic process
GO:0031325,biological_process,1,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances.",[""GOC:mah""],false,#808080,positive regulation of cellular metabolic process
GO:0031326,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells.",[""GOC:mah""],false,#808080,regulation of cellular biosynthetic process
GO:0031327,biological_process,1,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells.",[""GOC:mah""],false,#808080,negative regulation of cellular biosynthetic process
GO:0031328,biological_process,1,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells.",[""GOC:mah""],false,#808080,positive regulation of cellular biosynthetic process
GO:0031420,molecular_function,1,"Interacting selectively and non-covalently with any alkali metal ion; alkali metals are those elements in group Ia of the periodic table, with the exception of hydrogen.",[""GOC:mah""],false,#808080,alkali metal ion binding
GO:0031975,cellular_component,1,"A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers.","[""GOC:mah"",""GOC:pz""]",false,#808080,envelope
GO:0032259,biological_process,1,The process in which a methyl group is covalently attached to a molecule.,[""GOC:mah""],false,#808080,methylation
GO:0032268,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein, occurring at the level of an individual cell.",[""GOC:mah""],false,#808080,regulation of cellular protein metabolic process
GO:0032553,molecular_function,1,"Interacting selectively and non-covalently with a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety.",[""GOC:mah""],false,#808080,ribonucleotide binding
GO:0032555,molecular_function,1,"Interacting selectively and non-covalently with a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety.",[""GOC:mah""],false,#808080,purine ribonucleotide binding
GO:0032559,molecular_function,1,"Interacting selectively and non-covalently with an adenyl ribonucleotide, any compound consisting of adenosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety.",[""GOC:mah""],false,#808080,adenyl ribonucleotide binding
GO:0032561,molecular_function,1,"Interacting selectively and non-covalently with a guanyl ribonucleotide, any compound consisting of guanosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety.",[""GOC:mah""],false,#808080,guanyl ribonucleotide binding
GO:0032774,biological_process,1,"The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication.","[""GOC:mah"",""GOC:txnOH""]",false,#808080,RNA biosynthetic process
GO:0032991,cellular_component,1,"A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together.","[""GOC:dos"",""GOC:mah""]",false,#808080,protein-containing complex
GO:0032993,cellular_component,1,A macromolecular complex containing both protein and DNA molecules.,[""GOC:mah""],false,#B21749,protein-DNA complex
GO:0033013,biological_process,1,"The chemical reactions and pathways involving tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next.","[""CHEBI:26932"",""GOC:mah""]",false,#808080,tetrapyrrole metabolic process
GO:0033014,biological_process,1,"The chemical reactions and pathways leading to the formation of tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next.","[""CHEBI:26932"",""GOC:mah""]",false,#9E0142,tetrapyrrole biosynthetic process
GO:0033036,biological_process,1,"Any process in which a macromolecule is transported to, or maintained in, a specific location.",[""GOC:mah""],false,#808080,macromolecule localization
GO:0034062,molecular_function,1,"Catalysis of the reaction: nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1); the synthesis of RNA from ribonucleotide triphosphates in the presence of a nucleic acid template, via extension of the 3'-end.","[""EC:2.7.7.6"",""GOC:mah"",""GOC:pf""]",false,#808080,5'-3' RNA polymerase activity
GO:0034220,biological_process,1,A process in which an ion is transported across a membrane.,[""GOC:mah""],false,#B21749,ion transmembrane transport
GO:0034248,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amides.",[""GOC:mah""],false,#808080,regulation of cellular amide metabolic process
GO:0034641,biological_process,1,"The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells.",[""GOC:mah""],false,#808080,cellular nitrogen compound metabolic process
GO:0034645,biological_process,1,"The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, carried out by individual cells.","[""CHEBI:33694"",""GOC:mah""]",false,#808080,cellular macromolecule biosynthetic process
GO:0034654,biological_process,1,"The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids.",[""GOC:mah""],false,#808080,nucleobase-containing compound biosynthetic process
GO:0034655,biological_process,1,"The chemical reactions and pathways resulting in the breakdown of nucleobases, nucleosides, nucleotides and nucleic acids.",[""GOC:mah""],false,#808080,nucleobase-containing compound catabolic process
GO:0035435,biological_process,1,The process in which a phosphate is transported across a membrane.,[""GOC:vw""],false,#C52C4E,phosphate ion transmembrane transport
GO:0035438,molecular_function,1,"Interacting selectively and non-covalently with cyclic-di-GMP, cyclic dimeric guanosine monophosphate.","[""CHEBI:49537"",""GOC:bf""]",false,#B21749,cyclic-di-GMP binding
GO:0035556,biological_process,1,"The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell.","[""GOC:bf"",""GOC:jl"",""GOC:signaling"",""ISBN:3527303782""]",false,#808080,intracellular signal transduction
GO:0035639,molecular_function,1,"Interacting selectively and non-covalently with a purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar.","[""CHEBI:26398"",""GOC:BHF"",""GOC:ebc"",""ISBN:0198506732""]",false,#808080,purine ribonucleoside triphosphate binding
GO:0036094,molecular_function,1,"Interacting selectively and non-covalently with a small molecule, any low molecular weight, monomeric, non-encoded molecule.","[""GOC:curators"",""GOC:pde"",""GOC:pm""]",false,#808080,small molecule binding
GO:0036211,biological_process,1,"The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).","[""GOC:bf"",""GOC:jl""]",false,#808080,protein modification process
GO:0040011,biological_process,1,Self-propelled movement of a cell or organism from one location to another.,[""GOC:dgh""],false,#808080,locomotion
GO:0042168,biological_process,1,"The chemical reactions and pathways involving heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.","[""GOC:jl"",""ISBN:0124325653""]",false,#B21749,heme metabolic process
GO:0042221,biological_process,1,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus.",[""GOC:jl""],false,#808080,response to chemical
GO:0042301,molecular_function,1,Interacting selectively and non-covalently with phosphate.,[""GOC:jl""],false,#C52C4E,phosphate ion binding
GO:0042330,biological_process,1,The directed movement of a motile cell or organism in response to an external stimulus.,"[""GOC:jl"",""ISBN:0192801023""]",false,#808080,taxis
GO:0042440,biological_process,1,"The chemical reactions and pathways involving pigment, any general or particular coloring matter in living organisms, e.g. melanin.","[""GOC:jl"",""ISBN:0198506732""]",false,#808080,pigment metabolic process
GO:0042578,molecular_function,1,"Catalysis of the reaction: RPO-R' + H2O = RPOOH + R'H. This reaction is the hydrolysis of any phosphoric ester bond, any ester formed from orthophosphoric acid, O=P(OH)3.",[""GOC:jl""],false,#808080,phosphoric ester hydrolase activity
GO:0042597,cellular_component,1,The region between the inner (cytoplasmic) and outer membrane (Gram-negative Bacteria) or cytoplasmic membrane and cell wall (Fungi and Gram-positive Bacteria).,"[""GOC:go_curators"",""GOC:md""]",false,#B21749,periplasmic space
GO:0042625,molecular_function,1,"Enables the transfer of an ion from one side of a membrane to the other, driven by the reaction: ATP + H2O = ADP + phosphate.","[""GOC:jl"",""GOC:mtg_transport"",""ISBN:0815340729""]",false,#808080,ATPase-coupled ion transmembrane transporter activity
GO:0042626,molecular_function,1,"Primary active transporter of a solute across a membrane, via the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of a substance across a membrane. The transport protein may be transiently phosphorylated (P-type transporters), or not (ABC-type transporters and other families of transporters). Primary active transport occurs up the solute's concentration gradient and is driven by a primary energy source.","[""GOC:mtg_transport"",""ISBN:0815340729""]",false,#B21749,ATPase-coupled transmembrane transporter activity
GO:0042773,biological_process,1,"The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP.",[""ISBN:0716731363""],false,#808080,ATP synthesis coupled electron transport
GO:0042775,biological_process,1,"The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP, as it occurs in the mitochondrial inner membrane or chloroplast thylakoid membrane.","[""GOC:mtg_sensu"",""ISBN:0716731363""]",false,#808080,mitochondrial ATP synthesis coupled electron transport
GO:0042886,biological_process,1,"The directed movement of an amide, any compound containing one, two, or three acyl groups attached to a nitrogen atom, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","[""GOC:jl"",""ISBN:0198506732""]",false,#808080,amide transport
GO:0042995,cellular_component,1,"A prolongation or process extending from a cell, e.g. a flagellum or axon.","[""GOC:jl"",""http:\/\/www.cogsci.princeton.edu\/~wn\/""]",false,#808080,cell projection
GO:0043043,biological_process,1,"The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide.","[""CHEBI:16670"",""GOC:dph"",""GOC:jl""]",false,#808080,peptide biosynthetic process
GO:0043167,molecular_function,1,"Interacting selectively and non-covalently with ions, charged atoms or groups of atoms.",[""GOC:jl""],false,#808080,ion binding
GO:0043168,molecular_function,1,"Interacting selectively and non-covalently with anions, charged atoms or groups of atoms with a net negative charge.",[""GOC:jl""],false,#808080,anion binding
GO:0043169,molecular_function,1,"Interacting selectively and non-covalently with cations, charged atoms or groups of atoms with a net positive charge.",[""GOC:jl""],false,#B21749,cation binding
GO:0043170,biological_process,1,"The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.","[""CHEBI:33694"",""GOC:mah""]",false,#808080,macromolecule metabolic process
GO:0043175,molecular_function,1,"Interacting selectively and non-covalently with an RNA polymerase core enzyme, containing a specific subunit composition defined as the core enzyme.","[""GOC:jl"",""GOC:txnOH""]",false,#808080,RNA polymerase core enzyme binding
GO:0043190,cellular_component,1,"A complex for the transport of metabolites into and out of the cell, typically comprised of four domains; two membrane-associated domains and two ATP-binding domains at the intracellular face of the membrane, that form a central pore through the plasma membrane. Each of the four core domains may be encoded as a separate polypeptide or the domains can be fused in any one of a number of ways into multidomain polypeptides. In Bacteria and Archaebacteria, ABC transporters also include substrate binding proteins to bind substrate external to the cytoplasm and deliver it to the transporter.","[""GOC:jl"",""GOC:mtg_sensu"",""PMID:11421269"",""PMID:15111107""]",false,#B21749,ATP-binding cassette (ABC) transporter complex
GO:0043226,cellular_component,1,"Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane.",[""GOC:go_curators""],false,#808080,organelle
GO:0043227,cellular_component,1,"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.",[""GOC:go_curators""],false,#808080,membrane-bounded organelle
GO:0043228,cellular_component,1,"Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes.",[""GOC:go_curators""],false,#808080,non-membrane-bounded organelle
GO:0043229,cellular_component,1,"Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane.",[""GOC:go_curators""],false,#808080,intracellular organelle
GO:0043231,cellular_component,1,"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.",[""GOC:go_curators""],false,#808080,intracellular membrane-bounded organelle
GO:0043412,biological_process,1,"The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties.",[""GOC:go_curators""],false,#808080,macromolecule modification
GO:0043414,biological_process,1,"The covalent attachment of a methyl residue to one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule.",[""GOC:go_curators""],false,#808080,macromolecule methylation
GO:0043436,biological_process,1,"The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons).",[""CHEBI:24833""],false,#808080,oxoacid metabolic process
GO:0043565,molecular_function,1,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",[""GOC:jl""],false,#D53E4F,sequence-specific DNA binding
GO:0043603,biological_process,1,"The chemical reactions and pathways involving an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group, as carried out by individual cells.",[""CHEBI:32988""],false,#808080,cellular amide metabolic process
GO:0043604,biological_process,1,"The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group.",[""CHEBI:32988""],false,#808080,amide biosynthetic process
GO:0044042,biological_process,1,"The chemical reactions and pathways involving glucans, polysaccharides consisting only of glucose residues.",[""GOC:jl""],false,#808080,glucan metabolic process
GO:0044212,molecular_function,1,"Interacting selectively and non-covalently with a DNA region that regulates the transcription of a region of DNA, which may be a gene, cistron, or operon. Binding may occur as a sequence specific interaction or as an interaction observed only once a factor has been recruited to the DNA by other factors.","[""GOC:jl"",""GOC:txnOH"",""SO:0005836""]",false,#808080,transcription regulatory region DNA binding
GO:0044237,biological_process,1,The chemical reactions and pathways by which individual cells transform chemical substances.,[""GOC:go_curators""],false,#808080,cellular metabolic process
GO:0044238,biological_process,1,"The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism.","[""GOC:go_curators"",""http:\/\/www.metacyc.org""]",false,#9E0142,primary metabolic process
GO:0044247,biological_process,1,"The chemical reactions and pathways resulting in the breakdown of polysaccharides, polymers of many (typically more than 10) monosaccharide residues linked glycosidically, as carried out by individual cells.","[""CHEBI:18154"",""GOC:jl""]",false,#808080,cellular polysaccharide catabolic process
GO:0044248,biological_process,1,"The chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells.",[""GOC:jl""],false,#808080,cellular catabolic process
GO:0044249,biological_process,1,"The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells.",[""GOC:jl""],false,#808080,cellular biosynthetic process
GO:0044260,biological_process,1,"The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, as carried out by individual cells.","[""CHEBI:33694"",""GOC:mah""]",false,#808080,cellular macromolecule metabolic process
GO:0044262,biological_process,1,"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y, as carried out by individual cells.",[""GOC:jl""],false,#9E0142,cellular carbohydrate metabolic process
GO:0044264,biological_process,1,"The chemical reactions and pathways involving polysaccharides, polymers of more than 10 monosaccharide residues joined by glycosidic linkages, as carried out by individual cells.",[""GOC:jl""],false,#808080,cellular polysaccharide metabolic process
GO:0044265,biological_process,1,"The chemical reactions and pathways resulting in the breakdown of a macromolecule, any large molecule including proteins, nucleic acids and carbohydrates, as carried out by individual cells.","[""CHEBI:33694"",""GOC:jl""]",false,#808080,cellular macromolecule catabolic process
GO:0044267,biological_process,1,"The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification.",[""GOC:jl""],false,#808080,cellular protein metabolic process
GO:0044270,biological_process,1,The chemical reactions and pathways resulting in the breakdown of organic and inorganic nitrogenous compounds.,"[""GOC:jl"",""ISBN:0198506732""]",false,#808080,cellular nitrogen compound catabolic process
GO:0044271,biological_process,1,The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds.,"[""GOC:jl"",""ISBN:0198506732""]",false,#808080,cellular nitrogen compound biosynthetic process
GO:0044275,biological_process,1,"The chemical reactions and pathways resulting in the breakdown of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y, as carried out by individual cells.",[""GOC:jl""],false,#808080,cellular carbohydrate catabolic process
GO:0044281,biological_process,1,"The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule.","[""GOC:curators"",""GOC:pde"",""GOC:vw""]",false,#808080,small molecule metabolic process
GO:0044283,biological_process,1,"The chemical reactions and pathways resulting in the formation of small molecules, any low molecular weight, monomeric, non-encoded molecule.","[""GOC:curators"",""GOC:pde"",""GOC:vw""]",false,#808080,small molecule biosynthetic process
GO:0044419,biological_process,1,Any process in which an organism has an effect on an organism of a different species.,[""GOC:cc""],false,#808080,interspecies interaction between organisms
